name,review-count,cuisines,cost for 2,timings,rating
Sweet Cake,2 reviews,Bakery,₹300,11 AM to 11 PM,3.1
Sharma Kachori Wale,3 reviews,Street Food,₹150,11 AM to 10:30 PM,3.2
The Street Rover,4 reviews,Mughlai,₹400,7:30 AM to 9 PM,3.1
Mix - The Westin Sohna Resort & Spa,3 reviews,Continental,₹600,10:30 AM to 11 PM,3.0
Zaika Kathi,4 reviews,"North Indian, Chinese",₹250,11 AM to 10 PM,3.0
Sindhi Chicken,4 reviews,North Indian,₹550,5 PM to 1 AM,3.2
Ishrana Cafe,5 reviews,Healthy Food,₹600,12:30 PM to 9:30 PM,3.2
Govinda's Confectionery,6 reviews,Bakery,₹250,10 AM to 10 PM,3.0
Outsider's Cafe,8 reviews,"Mediterranean, Asian, Cafe",₹500,10 AM to 6 PM,2.8
The Indian Grill Restaurant,6 reviews,"North Indian, Continental",₹700,11 AM to 11 PM,3.2
Bhagatji Sweets,5 reviews,"Desserts, Street Food",₹600,10 AM to 9:30 PM,3.1
Vaga Bond,3 reviews,"North Indian, Chinese, Continental",₹250,11 AM to 11 PM,3.1
Peppers & Pipes,6 reviews,"Chinese, Italian, Continental",₹300,10 AM to 10 PM,3.2
Pahuja Chinese Fast Food Corner,3 reviews,Chinese,₹350,11 AM to 10:30 PM,2.9
Hot Pepper,6 reviews,North Indian,₹450,9 AM to 9 PM,2.8
Perk n Puff,3 reviews,Fast Food,₹600,11 AM to 10 PM,2.9
Al Mashrek,5 reviews,"Biryani, Mughlai, North Indian",₹800,"1 PM to 4 PM, 5 PM to 12 Midnight",3.2
New Madras Cafe,1 Review,South Indian,₹350,Mon-Sun (12 Midnight to 11:45 PM),3.1
Iyshkeem,5 reviews,"Ice Cream, Beverages",₹550,9 AM to 11 PM,3.1
Aggarwal Bikaner Sweets,6 reviews,"Mithai, Street Food",₹400,12 Noon to 11 PM,2.9
Al Karam,4 reviews,Mughlai,₹300,"10 AM to 10 PM (Tue-Sun), Mon Closed",3.1
Chinar Junction,2 reviews,"North Indian, Chinese","₹1,500","11 AM to 5 PM, 6:30 PM to 11 PM (Mon, Wed-Sun), Tue Closed",-
Knights Chaska,9 reviews,"North Indian, Chinese",₹500,9 AM to 9:30 PM,3.1
Chinese Corner,5 reviews,Chinese,₹250,11 AM to 11 PM,-
Crust N Cakes,5 reviews,Bakery,₹500,11 AM to 11 PM,-
Pratapgarh Pure,8 reviews,"North Indian, Chinese, Mithai",₹150,10:30 AM to 10 PM,3.0
Shri Radha Ki Rasoi,5 reviews,"North Indian, Chinese, South Indian",₹300,11 AM to 10:30 PM,2.8
Delly Belly,5 reviews,"North Indian, Chinese, Mughlai",₹600,11:30 AM to 12:30 AM,3.1
The Dark House Cafe,2 reviews,"Chinese, Italian, Pizza",₹300,Mon-Sun (12 Noon to 11:59 PM),-
Chawla's The Pastry Shop,4 reviews,"Bakery, Fast Food, Desserts",₹300,11 AM to 11 PM,-
Jack n Jill,1 Review,"Bakery, Fast Food","₹2,500",8 AM to 10 PM,3.0
Drinks Come True,5 reviews,"Beverages, Juices",₹400,11 AM to 11 PM,2.9
Eat N Joy,3 reviews,"Chinese, Fast Food, South Indian",₹300,12 Noon to 4 AM,3.1
Pantasteic,3 reviews,"North Indian, Chinese","₹1,500",7 AM to 10:30 PM,3.1
Tea Street,4 reviews,Beverages,₹350,1 PM to 10:30 PM,2.9
Hans Fast Food,5 reviews,Chinese,₹900,12 Noon to 11 PM,3.0
Metro Grill - Jaypee Siddharth,7 reviews,North Indian,₹400,"10 AM to 11:30 PM (Mon, Wed-Sun), Tue Closed",2.9
Chillies,2 reviews,North Indian,₹200,10:30 AM to 10 PM,-
Punjabi Kukkad,6 reviews,North Indian,₹200,2 PM to 12 Midnight,3.0
Go Kylin,5 reviews,"Japanese, Chinese, Asian, Malaysian, Thai, Vietnamese",₹250,11 AM to 10 PM,2.7
Zaid Roll Corner,6 reviews,Fast Food,₹350,11 AM to 1 AM,-
Foodland by Orchid,5 reviews,"North Indian, South Indian, Mughlai",₹700,9 AM to 6 PM,3.1
Nirmal's,4 reviews,Chinese,₹150,1 PM to 10:30 PM,3.1
Deluxe Butter Omlette,7 reviews,Fast Food,₹450,"12 Noon to 4 PM, 6 PM to 11 PM",2.8
Chacha Jee Ki Chowpathi,4 reviews,Street Food,₹250,11 AM to 10 PM,2.8
Amchi Bakery,3 reviews,"Bakery, Desserts, Fast Food",₹400,12 Noon to 9:45 PM,2.9
Pooja Caterers,5 reviews,North Indian,₹200,"11 AM to 11 PM (Mon-Sat),10 AM to 11 PM (Sun)",3.0
Sobremesa,4 reviews,Bakery,₹200,5 PM to 4 AM,3.0
Fresh N Yummy,6 reviews,Fast Food,₹150,"11 AM to 3 PM, 7 PM to 11 PM (Mon, Wed-Sun), Tuesday Closed",3.0
Down Town,3 reviews,"North Indian, Chinese",₹800,"12 Noon to 4 PM, 7 PM to 10 PM",2.8
Kailash Family Restaurant,7 reviews,North Indian,₹650,10 AM to 10 PM,3.1
Sangam Restaurant,5 reviews,North Indian,₹450,6 PM to 11 PM,3.1
Cakes & More,1 Review,"Desserts, Fast Food",₹800,9 AM to 10 PM,3.1
K.K. Fast Food Service,5 reviews,North Indian,₹550,11 AM to 10 PM,3.1
Fresh 'N' Up,2 reviews,"Juices, Fast Food",₹250,10 AM to 7 PM,-
The Village,6 reviews,"North Indian, Chinese, Continental",₹500,11 AM to 11 PM,3.2
Delhi 06 Zayaka,8 reviews,"North Indian, Chinese",₹450,11:30 AM to 11:30 PM,2.9
The Food Nest,4 reviews,"North Indian, Mughlai, Chinese",₹400,6:30 PM to 11:45 PM,3.0
Saffron Grille,4 reviews,"Awadhi, North Indian, Chinese",₹350,"12 Noon to 11 PM (Mon, Wed-Sun), Tue Closed",-
Rock Cafe,2 reviews,"North Indian, Chinese, Fast Food",₹400,10:30 AM to 11 PM,2.8
Chillies Cafe,5 reviews,Fast Food,₹350,10 AM to 10 PM,-
Armaan's Restaurant,2 reviews,"North Indian, South Indian, Chinese",₹200,10 AM to 10 PM,3.2
Zaika Twist,2 reviews,North Indian,₹200,10 AM to 10 PM,3.1
Mad Over Chicken,3 reviews,"American, Fast Food",₹300,11 AM to 11 PM,3.0
Chatkora Food N Snacks Corner,6 reviews,Fast Food,"₹1,200",11 AM to 10:30 PM,3.0
Mona's Angeethi,4 reviews,"Lucknowi, North Indian, Kashmiri, Chinese",₹200,12 Noon to 11 PM,2.9
BreadPitt,2 reviews,"Pizza, Burger, Mexican, Fast Food, Salad",₹250,11 AM to 11 PM,2.9
Vaango! Express,3 reviews,South Indian,₹350,9 AM to 10:30 PM,2.9
Kumar Pav Bhaji Corner,1 Review,Fast Food,₹200,11 AM to 11 PM,3.1
Laxmi Ice Cream Parlour,5 reviews,"Ice Cream, Desserts",₹100,11:30 AM to 11 PM,-
Cafe 31,4 reviews,"North Indian, Chinese",₹300,11:30 AM to 11 PM,3.0
Smile Bakers,7 reviews,"Bakery, Desserts, Chinese, Fast Food","₹4,500",12 Noon to 11 PM,3.1
Alam Muradabadi Chicken Biryani,1 Review,"North Indian, Biryani",₹400,11 AM to 11 PM,3.1
Irfan's,1 Review,Hyderabadi,₹300,12 Noon to 12 Midnight,-
Sai Varam,4 reviews,South Indian,₹200,"9 AM to 4 PM, 6 PM to 12 Midnight",3.2
Bhagat Ji Dilli Wale,7 reviews,Fast Food,₹450,11 AM to 11 PM,2.9
Cake N Pie - Verma's,3 reviews,"Fast Food, Bakery",₹200,11 AM to 11 PM,3.0
Oval Bar - JW Marriott New Delhi,4 reviews,Finger Food,₹250,11 AM to 11 PM,3.0
Skewer's Grill,2 reviews,"Mughlai, North Indian",₹300,10 AM to 10 PM,3.0
Bakeway - A Delightful Experience,4 reviews,"Bakery, Desserts",₹300,10 AM to 11 PM,2.8
Mimi's Gourmet Gelato,5 reviews,"Desserts, Ice Cream",₹250,10:30 AM to 10:30 PM,3.1
Halal Pizza Fun,2 reviews,"Pizza, Fast Food",₹600,"11 AM to 4 PM, 7:30 PM to 11 PM",2.9
Talab South Indian Restaurant,5 reviews,"South Indian, Chinese",₹600,7 AM to 11 PM,-
Da Pizza Palace,3 reviews,"Pizza, Fast Food","₹1,000",11 AM to 11 PM,2.9
Sardar Pure Meat Shop,4 reviews,"Raw Meats, Fast Food",₹350,12 Noon to 10:30 PM,3.2
Lite Eat Cafe,9 reviews,Fast Food,₹200,10 AM to 10 PM,3.0
Ammu's South Indian Food Corner,9 reviews,South Indian,₹100,10 AM to 10 PM,3.0
Pizza House,6 reviews,"Pizza, Fast Food",₹600,9:30 AM to 11:30 PM,3.1
Chicken App,2 reviews,North Indian,₹250,9 AM to 11 PM,2.9
Delhi Food Factory,4 reviews,North Indian,₹400,11 AM to 11 PM,3.0
Bikaner Sweets & Restaurant,2 reviews,"Street Food, North Indian, Mithai",₹500,11 AM to 10 PM,2.9
Juneja Bakers,5 reviews,Bakery,₹350,9 AM to 10 PM,2.9
S.K Pastry Place,3 reviews,"Bakery, Desserts",₹500,24 Hours,3.0
Swadi Restaurant,9 reviews,"North Indian, Chinese",₹400,2 PM to 11 PM,3.0
Aggarwal Sweets,9 reviews,"Street Food, Desserts",₹700,12 Noon to 12 Midnight,-
Shiv Chinese Chat Bhandar,3 reviews,Chinese,₹350,10:30 AM to 11 PM,3.1
Chicken Licken,3 reviews,Chinese,₹450,11 AM to 11 PM,3.0
Live Kitchen,1 Review,"Chinese, North Indian, Street Food, Fast Food",₹600,11 AM to 10 PM,3.0
Bhawani Mishthaan Bhandaar,6 reviews,"North Indian, Chinese, Fast Food, Mithai",₹400,10 AM to 9 PM,2.7
Naan Zone,3 reviews,North Indian,₹200,11 AM to 11 PM,-
Chination,3 reviews,Chinese,₹150,3 PM to 10 PM,2.9
Firangi,1 Review,"Chinese, Fast Food",₹500,10 AM to 11 PM,-
Shudh Annapurna,2 reviews,"North Indian, Chinese, South Indian",₹400,10:30 AM to 8:30 PM,2.9
कढ़ाई Express,2 reviews,"Chinese, Mughlai, North Indian",₹300,08:30 AM to 10 PM,-
Punjabi Angithi,5 reviews,North Indian,₹150,8 AM to 8 PM,-
Aneja Restaurant,2 reviews,"North Indian, South Indian",₹250,12 Noon to 10:30 PM,3.1
M.P. Chole Tikki Wala,3 reviews,Street Food,"₹1,100",10 AM to 11 PM,3.0
Pandey Chinese Hut,6 reviews,"Chinese, Fast Food",₹150,7 AM to 10:45 PM,3.0
Vasundhara Blues,5 reviews,"North Indian, Mughlai",₹250,6 PM to 10 PM,3.0
S.P.W Pizza,4 reviews,Pizza,₹400,10 AM to 7 PM,-
Cup and Cones,5 reviews,"Desserts, Beverages",₹450,10 AM to 11 PM,-
Sonu Sudh Bhojnalaya,1 Review,North Indian,₹150,10 AM to 9 PM,2.9
Cheers Lounge Bar,3 reviews,"North Indian, Chinese",₹500,24 Hours,3.1
Amritsari Kulcha King,5 reviews,Fast Food,₹550,11 AM to 10:30 PM,-
Five Star Dhaba,3 reviews,North Indian,₹600,9 AM to 10 PM,3.0
Angithi,2 reviews,"North Indian, Chinese",₹200,10 AM to 10 PM,3.0
Old House Cafe,7 reviews,Fast Food,₹400,11 AM to 11 PM,-
RK Dosa,5 reviews,South Indian,₹350,10 AM to 10 PM,3.1
Spice of Dhampur,5 reviews,North Indian,₹400,11 AM to 11 PM,3.1
Midnight Bites,3 reviews,"North Indian, Chinese, Fast Food",₹200,"10 AM to 7 PM (Mon, Wed-Sun), Tue Closed",2.9
Monu's Crazy Chicken,3 reviews,"North Indian, Mughlai",₹250,12 Noon to 11 PM,2.8
Bhape Di Hatti,4 reviews,North Indian,₹550,5 PM to 10 PM,2.8
Narang's Bake 'n' Cake,8 reviews,"Bakery, Desserts, Fast Food",₹600,11 AM to 10 PM,2.7
Punjabi's Veg Grill,6 reviews,North Indian,"₹6,000",11:30 AM to 11 PM,3.1
Aggarwal's Sweets Paradise,2 reviews,"Desserts, North Indian, South Indian, Street Food",₹450,11 AM to 11 PM,3.0
Sai Vada Pav,7 reviews,Street Food,₹100,"1 PM to 11 PM (Mon, Wed-Fri), 12 Noon to 11 PM (Sat-Sun), Tue Closed",3.0
Wingreens Farms,6 reviews,"Mediterranean, Mexican, Greek, American",₹200,11 AM to 11 PM,2.9
Delhi 9,4 reviews,"North Indian, Chinese",₹200,11 AM to 10:30 PM,-
Dilli Grillz,4 reviews,"North Indian, Chinese",₹200,10 AM to 10 PM,3.1
Nostalgia at 1911 Brasserie - The Imperial,9 reviews,"European, Continental",₹500,10 AM to 11 PM,3.0
Popular Chicken,4 reviews,North Indian,₹550,12 Noon to 12 Midnight,2.9
Cake & Bake,3 reviews,"Bakery, Fast Food",₹400,12 Noon to 10 PM,3.1
Just Chinese,3 reviews,"Chinese, Fast Food",₹350,12 Noon to 11 PM,2.8
ChocTales,4 reviews,"Desserts, Bakery",₹550,11 AM to 9 PM,2.9
MB Food Corner,3 reviews,North Indian,₹600,11 AM to 10 PM,2.8
Black Restaurant,5 reviews,"North Indian, Chinese, Italian",₹300,11 AM to 9:30 PM,3.0
Chaupal,1 Review,"Chinese, North Indian",₹250,11 AM to 10:30 PM,3.1
A Spicy Treat,7 reviews,"North Indian, Italian",₹850,"11 AM to 4 PM, 6 PM to 11:15 PM",3.0
Padam Chinese Food Corner,4 reviews,Chinese,₹500,11:45 AM to 12:45 AM,3.1
Popsy's,3 reviews,"North Indian, South Indian, Continental, Fast Food",₹350,11 AM to 11 PM,3.2
Sachdeva Foods,6 reviews,"Chinese, Fast Food, Mughlai",₹400,"12 Noon to 4 PM, 7 PM to 11 PM",2.8
Red Hot,2 reviews,North Indian,₹400,12 Noon to 11 PM,3.0
Chowringhee Kathi Rolls,6 reviews,Street Food,₹400,12 Noon to 9:30 PM,3.1
Handi,1 Review,"North Indian, Chinese",₹250,8 AM to 10 PM,2.9
Hunger's Bites,4 reviews,"North Indian, Chinese",₹400,10 AM to 10 PM,-
Rupa Ice Cream Parlour,1 Review,"Ice Cream, Desserts",₹500,"11 AM to 11 PM (Mon, Wed-Sun), Tue Closed",3.1
Uncle's Punjabi Rasoi,6 reviews,North Indian,₹300,12 Noon to 12 Midnight,-
O2 Pure Veg,3 reviews,"North Indian, Mughlai, Street Food, South Indian",₹300,11 AM to 10:30 PM,2.8
Dawat Xpress,4 reviews,"Chinese, Indian, Fast Food","₹1,650",12 Noon to 10 PM,-
KHF Pizza Point,3 reviews,"Pizza, Fast Food, Chinese",₹700,"1 PM to 4 PM, 7 PM to 10:30 PM",3.1
Muaah Bakery,2 reviews,"Bakery, Desserts",₹350,10 AM to 11 PM,-
Laalwala's,2 reviews,"North Indian, Chinese, South Indian, Street Food, Mithai",₹250,11 AM to 11 PM,2.9
The Cakeroom,2 reviews,"Fast Food, Bakery, Desserts",₹150,8 AM to 5:30 PM,3.1
Malhotra Hotel,4 reviews,North Indian,₹500,10:30 AM to 10:30 PM,3.0
Fork It,2 reviews,"North Indian, Mughlai, Chinese",₹500,10 AM to 10 PM,2.9
Bawarchi,3 reviews,"North Indian, Mughlai, Chinese",₹550,12 Noon to 2 AM,3.0
Don't Cook At Home,2 reviews,"North Indian, Chinese",₹400,5 PM to 10:30 PM,3.1
Aahar Meat & Chicken Shop,1 Review,"Raw Meats, Mughlai",₹200,12 Noon to 12 Midnight,2.9
Yadav Ji Ke Mashoor Paranthe,2 reviews,North Indian,₹700,12 Noon to 10 PM,3.1
Ali Baba Caves,5 reviews,"Cafe, Chinese",₹500,7 PM to 5 AM,3.1
Wasim Biryani Center,6 reviews,North Indian,₹800,12 Noon to 9:30 PM,3.2
Mughlaai Daawat,3 reviews,"North Indian, Mughlai, Fast Food",₹500,11 AM to 12:45 AM,-
Chili's Treat,6 reviews,Chinese,₹700,10 AM to 10 PM,3.0
Prem di Hatti,1 Review,"North Indian, Street Food",₹300,"12 Noon to 3 PM, 5:30 PM to 10:30 PM (Mon, Wed-Sun), Tue Closed",2.7
Resto 37,8 reviews,"North Indian, Chinese, Continental, Fast Food",₹100,"12 Noon to 4 PM, 7 PM to 1 AM",-
R K Chicken Corner,4 reviews,North Indian,₹150,11 AM to 7 PM,3.2
Hangover,6 reviews,"North Indian, Chinese",₹350,6 AM to 10:30 PM,3.1
Alpha,4 reviews,"North Indian, Chinese, South Indian",₹250,12 Noon to 11 PM,3.0
Sethi'ss,4 reviews,"North Indian, Chinese",₹200,09:30 AM to 11 PM,2.9
Meatwale.com,4 reviews,"Raw Meats, Fast Food",₹200,11 AM to 12:30 AM,2.8
Deep Bakers,3 reviews,"Fast Food, Bakery",₹300,10 AM to 10:30 PM,2.8
Kamat Rolls,5 reviews,Fast Food,₹400,9 AM to 12:30 AM,2.8
Bistro Chinese Tadka,6 reviews,"Chinese, Fast Food",₹250,9 AM to 10:30 PM,3.1
Doo Bee Doo,6 reviews,Fast Food,"₹1,000",8:30 AM to 10:30 PM,3.1
Zababa,5 reviews,Desserts,₹150,9 AM to 10 PM,2.9
Jindal Bikaneri Sweets,2 reviews,"Desserts, Street Food, Chinese",₹400,"7:15 AM to 3 PM, 7 PM to 10:30 PM",-
Kanika's Kitchen,3 reviews,North Indian,₹200,11 AM to 11 PM,2.8
Zaika,5 reviews,"North Indian, Chinese",₹300,12 Noon to 10:15 PM,3.1
Kottai Karuppaye Food Corner,5 reviews,"South Indian, Fast Food, Beverages",₹600,10 AM to 10 PM,3.1
Tasty Green,3 reviews,"North Indian, Chinese, Asian, European, American",₹450,11 AM to 11 PM,2.9
China Town,4 reviews,Fast Food,₹150,11 AM to 11 PM,3.1
The Lil' Cake Baker,7 reviews,"Bakery, Desserts, Fast Food",₹400,12 Noon to 11 PM,3.1
Chaat Chatore,6 reviews,"Street Food, Fast Food, Sandwich",₹500,11 AM to 11 PM,3.1
Fresh Meat CO.,4 reviews,"Raw Meats, Fast Food",₹200,10 AM to 11:30 PM,2.7
Jugnu Gaming Zone and Cafe,1 Review,"Cafe, North Indian, Fast Food",₹500,10:30 AM to 10:30 PM,-
Pradip Momos Point,4 reviews,Chinese,₹700,"10:30 AM to 9 PM (Mon-Sat), Sunday Closed",2.9
Shree Bikaner Misthan Bhandar,3 reviews,Mithai,₹300,"1 PM to 4 PM, 7 PM to 10:30 PM",3.1
Gurgaon Hights,5 reviews,North Indian,₹150,2 PM to 11 PM,3.0
Lucknow Wale Kababi,2 reviews,"Mughlai, North Indian",₹250,11 AM to 11 PM,3.0
Hog Dog,5 reviews,Fast Food,₹500,10 AM to 10 PM,2.8
Good to Go,2 reviews,Raw Meats,"₹1,400","9 AM to 10 PM (Tue-Sun), Mon Closed",3.0
Spaghetti and Samosas,3 reviews,"North Indian, Italian",₹400,"12 Noon to 2:30 PM, 7 PM to 11 PM",2.9
Gullu's,2 reviews,"North Indian, Mughlai",₹400,11 AM to 11 PM,2.8
Womos,4 reviews,Fast Food,₹500,10 AM to 10 PM,3.0
Uncle G,4 reviews,North Indian,₹250,11 AM to 10 PM,3.0
Chanky Restruoo,6 reviews,Chinese,₹200,11 AM to 11 PM,3.1
Icon,3 reviews,"Chinese, Thai, North Indian",₹450,11 AM to 11 PM,-
Da Pizza King,3 reviews,Pizza,"₹1,000",11 AM to 11 PM,-
Delicacy junction 'DJs',6 reviews,Biryani,₹500,"9 AM to 3 PM, 6 PM to 11:30 PM",3.1
Ankur Family Restaurant,2 reviews,"North Indian, Chinese",₹250,12 Noon to 12 Midnight,2.9
Thapa Chinese Fast Food,4 reviews,Chinese,₹450,7 AM to 11 PM,3.0
Cafe Every Day,4 reviews,Fast Food,₹200,11 AM to 11 PM,2.9
Ambika Restaurant,4 reviews,"North Indian, Mughlai",₹450,11 AM to 11 PM,2.8
Kiwi Restro Bar,3 reviews,"North Indian, Mughlai, Chinese",₹200,11 AM to 11:30 PM,3.1
Punnu Biriyani Express,2 reviews,"North Indian, Biryani",₹250,11 AM to 11 PM,2.9
Vanchu Hut,4 reviews,Chinese,₹600,10 AM to 11 PM,-
7S Food Factory,1 Review,"North Indian, Chinese","₹2,000",10:30 AM to 10 PM,3.0
Singh Bakers,1 Review,"Bakery, Cafe",₹400,11 AM to 11:30 PM,3.0
Green Dot,3 reviews,"North Indian, Fast Food, Chinese",₹800,11 AM to 10 PM,3.0
Rahul Momos Point,6 reviews,Chinese,₹500,12 Noon to 10 PM,3.0
Sanju Cool & Hot Hut,2 reviews,"North Indian, Street Food",₹300,10 AM to 10:30 PM,2.9
K Raga's,4 reviews,"North Indian, Mughlai",₹200,11 AM to 10 PM,2.8
1911 Bar - The Imperial,6 reviews,"Finger Food, European",₹200,7 AM to 11 PM,3.1
Shudh,2 reviews,"North Indian, Chinese, Fast Food",₹400,"6 AM to 8 AM, 10 AM to 12 Noon, 6 PM to 8 PM",3.1
Angels Curry,4 reviews,"North Indian, Chinese",₹150,11 AM to 10:30 PM,-
Royal Takeaway & Delivery,5 reviews,"Mughlai, Indian, Chinese",₹400,"12 Noon to 3:30 PM, 7 PM to 11 PM",2.8
Slurp Pasta Express,2 reviews,"Cafe, Fast Food",₹100,8 AM to 3 PM,3.0
New Laxmi Sweets,4 reviews,"Desserts, Street Food, Bakery",₹150,1 PM to 11 PM,2.8
Barthwal Namkeen Corner,6 reviews,"Fast Food, Street Food",₹250,"7 AM to 11 AM, 5 PM to 9:30 PM",3.1
Pishori Chicken,4 reviews,North Indian,₹350,1 PM to 9 PM,2.9
Giani,4 reviews,Ice Cream,₹120,11 AM to 11 PM,3.1
Red Chilli,6 reviews,Chinese,₹700,12 Noon to 10 PM,2.8
Amritsar Express,4 reviews,Fast Food,₹300,10:30 AM to 10:30 PM,3.1
Sainik Food,4 reviews,North Indian,"₹1,500",11 AM to 10 PM,3.0
Bhagwan Sweets,3 reviews,"North Indian, Chinese, Street Food, Desserts",₹100,10 AM to 11 PM,3.0
36 China Town,3 reviews,Chinese,₹800,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM (Mon, Wed-Sun), Tue Closed",3.2
Satpal Chhole Bhature,4 reviews,Street Food,₹600,9:30 AM to 8:30 PM,3.1
Hot & Spices,6 reviews,"Chinese, North Indian",₹700,11 AM to 10:30 PM,3.1
Cakes and Bakes,5 reviews,"Desserts, Fast Food",₹500,11 AM to 11 PM,2.8
The Long Bar - Hyatt Regency,1 Review,Finger Food,"₹3,000",08:30 AM to 10 PM,3.0
Singh's Kitchen,4 reviews,Fast Food,₹250,6 PM to 10 PM,3.1
Tandoori Nights,3 reviews,"Mughlai, North Indian",₹500,10 AM to 10:30 PM,2.6
Panj Taara,2 reviews,North Indian,"₹1,200","12 Noon to 4 PM, 6:30 PM to 11 PM (Mon, Wed-Sun), Tue Closed",3.2
Bats On Delivery,2 reviews,"North Indian, Fast Food",₹250,11 AM to 11 PM,2.8
Dawat-E-Rajasthan,5 reviews,Rajasthani,₹100,"8 AM to 7 PM (Mon-Sat), Sun Closed",-
Cigar Lounge - The Oberoi,4 reviews,Finger Food,₹900,10 AM to 8:30 PM,3.0
Falhari- A Fruitful Habit,6 reviews,Healthy Food,₹100,11 AM to 11 PM,-
Chicken Plaza,2 reviews,North Indian,₹900,8 AM to 6 PM,3.1
Surang Coffee Shop - Hotel Alka,1 Review,"Mughlai, North Indian",₹100,10 AM to 10:30 PM,2.9
Canteen 21,3 reviews,"North Indian, Street Food",₹200,10 AM to 10 PM,3.1
Bikaner Choice,6 reviews,"Mithai, Desserts, Street Food",₹200,10 AM to 11 PM,3.0
Kents Fast Food,4 reviews,"North Indian, Chinese, Fast Food",₹200,09:30 AM to 10 PM,3.1
Rohit Store,4 reviews,Fast Food,₹500,12 Noon to 11 PM,3.1
King Bar & Restaurant,1 Review,"North Indian, Chinese, Continental",₹300,6 PM to 11 PM,2.9
Unique Pastry Shop,4 reviews,Bakery,₹300,12 Noon to 12 Midnight (Mon-Sun),2.8
Remix Food Joint,1 Review,"Fast Food, South Indian",₹700,9 AM to 8 PM,3.0
Aggarwal Sweet India,5 reviews,"Fast Food, North Indian, Chinese, Desserts",₹500,8 AM to 11 PM,-
Himachal Sweets,3 reviews,"Desserts, Street Food",₹400,11 AM to 11 PM,-
Prabhu,5 reviews,"Fast Food, Bakery, North Indian",₹400,"5 PM to 11 PM (Mon-Fri), 12:30 PM to 3 PM, 5 PM to 11 PM (Sat-Sun)",2.6
Shiv Saras Vyanjan,6 reviews,"North Indian, Street Food, Chinese, South Indian",₹400,9 AM to 11 PM,-
Hog Dog,6 reviews,Fast Food,₹400,"12:30 PM to 4:30 PM, 7:30 PM to 10:30 PM",-
TARMAC,2 reviews,"North Indian, Chinese",₹200,11 AM to 11:30 PM,3.1
Pan Da Tikka,3 reviews,"North Indian, Mughlai, Chinese",₹400,10 AM to 10 PM,3.2
Uraki,7 reviews,Asian,₹200,"12:30 PM to 2:30 PM (Tue, Thu-Fri), Mon, Wed, Sat & Sun Closed",3.1
Creative Food House,2 reviews,"Continental, Chinese, North Indian",₹400,12 Noon to 12 Midnight,3.0
Ram Chinese Food,5 reviews,Chinese,₹450,6 AM to 10 PM,3.1
Dom Dang Kins Restaurant,4 reviews,Chinese,₹350,11 AM to 11 PM,3.0
Munchies,5 reviews,"Fast Food, Chinese",₹100,8 AM to 10 PM,-
Shanghai Hut,4 reviews,Chinese,₹200,"12 Noon to 4 PM, 6 PM to 12 Midnight (Mon, Wed-Sun), Tue Closed",-
Swad,1 Review,"North Indian, Street Food",₹650,12 Noon to 11 PM,-
13 Chowbara,5 reviews,"North Indian, Mughlai",₹800,8 AM to 5 PM,3.1
Shariq Mughlai,7 reviews,"North Indian, Mughlai",₹300,"12 Noon to 3 PM (Mon, Wed-Fri), 2 PM to 10:15 PM (Sat-Sun), Tue Closed",3.0
Street 5,6 reviews,Chinese,₹500,5 PM to 11 PM,3.1
Kapoor Bakers,3 reviews,"Bakery, Fast Food",₹450,10:30 AM to 10 PM,2.8
Advance Bakery,4 reviews,"Street Food, Fast Food",₹250,09:30 AM to 9:30 PM,2.9
Shahi Tandoor Se,4 reviews,"North Indian, Chinese",₹300,"10 AM to 10 PM (Mon, Wed-Sun), Tue Closed",-
Chef's Signature,4 reviews,"Mughlai, Biryani",₹750,9 AM to 7 PM,3.1
Choco N Lush,5 reviews,"Bakery, Desserts","₹1,000",7 PM to 4 AM,3.1
Pizza Way's,4 reviews,"Pizza, Fast Food",₹550,11 AM to 10:30 PM,2.9
61 Street Food Court,4 reviews,"Chinese, North Indian",₹350,8 AM to 10:30 PM,-
China Town,3 reviews,Chinese,₹450,12 Midnight to 11 PM,3.3
Rolls Tiger,4 reviews,"Fast Food, Chinese",₹400,11:30 AM to 11:30 PM,3.1
Punjabi Karahi,5 reviews,North Indian,₹250,7 AM to 11 PM,3.1
KAI Lounge Bar - Clarens Hotel,5 reviews,Japanese,₹150,11:30 AM to 8:30 PM,2.9
Meenas,3 reviews,"North Indian, Chinese",₹500,12 Noon to 11 PM,3.1
Chinese Chilly Sizzler,5 reviews,Chinese,"₹2,000",10:30 AM to 8 PM,3.1
Chinese Inn,1 Review,"Chinese, South Indian",₹500,10 AM to 10 PM,2.8
Indian Zaika,3 reviews,"North Indian, Mughlai, Chinese",₹600,5 PM to 10 PM,3.1
U.S Burger Point,3 reviews,Fast Food,₹200,10 AM to 10:30 PM,3.0
Frontier,4 reviews,Bakery,₹450,1 PM to 11:30 PM,3.0
Da Pizza Zone,1 Review,"Pizza, Fast Food",₹350,7:30 AM to 11:30 PM,3.0
The Cavalry Bar - Maidens Hotel,3 reviews,Finger Food,₹350,7 AM to 11 PM,3.1
Namaskaram,3 reviews,"South Indian, Chinese",₹150,11 AM to 11 PM,3.0
Biryani World,2 reviews,Biryani,"₹1,000",11 AM to 11 PM,3.1
Ice Breaker,3 reviews,"Desserts, Ice Cream",₹150,"12 Noon to 11 PM (Mon, Wed-Sun), Tue Closed",-
