name,review-count,cuisines,cost for 2,timings,rating
The Moon And Sixpence - Hablis Hotel,302 reviews,"Irish, Finger Food","₹2,000",11 AM to 12 Midnight,3.8
Movenpick Ice Cream Boutique,128 reviews,"Ice Cream, Desserts, Cafe","₹1,000",10:30 AM to 11:45 PM,4.0
Mithai Mandir,107 reviews,"Gujarati, Rajasthani, North Indian, Mithai",₹500,12 Noon to 10 PM,3.8
Asia Kitchen by Mainland China,154 reviews,"Chinese, Asian","₹1,400","12 Noon to 3:30 PM, 7 PM to 11 PM",4.0
Annalakshmi Restaurant,281 reviews,"North Indian, South Indian","₹1,000","12 Noon to 3 PM, 7 PM to 9:30 PM (Tue-Sun), Monday Closed",4.5
Illusions - The Madras Pub,278 reviews,"North Indian, Continental, Chinese","₹1,700","12:30 PM to 3 PM, 6:30 PM to 12 Midnight (Mon-Thu), 12:30 PM to 12 Midnight (Fri-Sun)",3.9
Up North - The Raintree,143 reviews,North Indian,"₹2,500",7 PM to 11:30 PM,4.0
Grill Box,532 reviews,"Continental, Seafood, Mediterranean, Biryani, Desserts, Charcoal Grill, North Indian, Chinese","₹1,200","12 P.M. to 3:30 P.M., 7 P.M. to 10:15 P.M.",3.6
Etc,166 reviews,"North Indian, Chinese, Continental, Cafe, Chettinad, Cuisine Varies, Desserts, Seafood","₹1,100",11 AM to 11 PM (Mon-Sun),3.7
Above Sea Level - The Raintree,98 reviews,"Continental, Mughlai, North Indian, Seafood","₹3,000",7 PM to 11:15 PM,4.1
Shanghai Annaachi,146 reviews,"South Indian, Chinese",₹750,"12 Noon to 3:30 PM, 7 PM to 11 PM",3.6
Coffee Central,146 reviews,Cafe,₹500,10:30 AM to 10 PM (Mon-Sun),4.2
Jonah's Goes to West Coast,135 reviews,"Kerala, Goan, Continental, Bakery","₹1,000",11 AM to 12 Midnight,4.0
601 - The Park,152 reviews,"Continental, Burger, Biryani, Desserts, Italian, North Indian, European, Arabian","₹3,000",24 Hours,3.8
Shri Rajasthani Dhaba,172 reviews,Rajasthani,₹500,"11:45 AM to 3:30 PM, 7 PM to 10:30 PM",3.9
Grill Box,456 reviews,"Continental, Seafood, Mediterranean, Biryani, Desserts, Charcoal Grill, North Indian, Chinese","₹1,200","12 Noon to 3:30 PM, 7 PM to 10:30 PM",3.5
Una Mas Mexican Grill,182 reviews,Mexican,₹700,11 AM to 11 PM,3.6
Cream Centre,149 reviews,"North Indian, Italian, Mexican","₹1,600","11:30 AM to 3:30 PM, 6:30 PM to 10 PM (Mon-Fri), 11:30 AM to 10 PM (Sat-Sun)",3.9
A2B - Adyar Ananda Bhavan,145 reviews,"Mithai, South Indian, Street Food",₹350,7 AM to 11 PM,2.6
Tasteation,93 reviews,"North Indian, Mexican",₹700,11 AM to 11 PM,3.5
Fazari,65 reviews,"Arabian, Biryani, North Indian, Chinese",₹750,11 AM to 11 PM,3.8
400 Degree F Barbeque,379 reviews,"North Indian, Mughlai","₹1,300","12 Noon to 3:30 PM, 7 PM to 11 PM",3.6
Dallay,115 reviews,"Tibetan, Chinese",₹350,11 AM to 11 PM,3.7
Sigree Global Grill,574 reviews,"Mediterranean, Spanish, Mexican, North Indian","₹1,200","12 Noon to 3:30 PM, 7:30 PM to 10:30 PM",3.6
Cream Stone,105 reviews,Ice Cream,₹350,Mon-Sun (11 AM to 1:30 AM),4.1
Teppan,106 reviews,Japanese,"₹2,000","12:15 PM to 2:30 PM, 7:15 PM to 10:30 PM (Mon),12:15 PM to 2:30 PM, 7 PM to 10:30 PM (Tue-Sun)",4.2
Parfait 3,149 reviews,"Bakery, Desserts, Italian, Chinese, Fast Food, Continental",₹600,8 AM to 11 PM,3.7
Barbeque Nation,257 reviews,"North Indian, Continental","₹2,000","12 Noon to 3 PM, 6:30 PM to 10:30 PM",4.0
Fresh Baked Goodness,90 reviews,"Desserts, Bakery",₹300,"10:30 AM to 8:30 PM (Mon-Sat),10 AM to 6:30 PM (Sun)",4.4
Honey Spice,81 reviews,"South Indian, Biryani",₹500,12 Noon to 11:30 PM,3.8
Tangerine,132 reviews,Italian,"₹1,500","12:30 PM to 3:30 PM, 7 PM to 10:45 PM",3.9
The Brew Room - The Savera Hotel,253 reviews,"Cafe, Continental, Italian, Desserts","₹1,100",8 AM to 11 PM,4.1
Crimson Chakra,345 reviews,"South Indian, North Indian, Continental","₹1,200","12 Noon to 3 PM, 7 PM to 11 PM",3.7
MadHatter's Tea Garden,91 reviews,"Cafe, Continental",₹750,"Mon-Sat (10 AM to 8 PM), Sun (Closed)",3.6
The Pasta Bar Veneto,179 reviews,"Italian, Continental, Salad, Healthy Food",₹900,11 AM to 10 PM,2.6
Little Italy,280 reviews,"Italian, Mexican","₹1,300","11:30 AM to 3:30 PM, 6:30 PM to 11 PM",4.0
Mana Andhra,121 reviews,"Andhra, Hyderabadi, South Indian",₹600,"12 Noon to 3:30 PM, 7 PM to 11:30 PM",4.0
Tovo,105 reviews,"Burger, American, Steakhouse","₹1,200",11 AM to 11 PM,4.1
Nungambakkam Chaat Corner,139 reviews,Street Food,₹200,3 PM to 10 PM,3.7
Cream & Fudge,119 reviews,"Ice Cream, Desserts",₹250,11 AM to 11 PM,4.0
Ox & Tomato,128 reviews,"Italian, Continental",₹850,11 AM to 11 PM,3.7
Kettle,158 reviews,"Cafe, Continental, Desserts, Fast Food",₹600,11 AM to 11 PM,3.7
Diff 42 - Resto Lounge,281 reviews,"Continental, North Indian, Chinese","₹1,200",12 Noon to 12 Midnight (Mon-Sun),3.9
Tibbs Frankie,86 reviews,Fast Food,₹150,11 AM to 10:30 PM,3.8
The Cupcake Company,64 reviews,"Bakery, Desserts",₹600,11 AM to 8:30 PM,4.1
New Andhra Meals Hotel,140 reviews,"Andhra, Chinese, South Indian, North Indian",₹600,"11 AM to 4 PM, 7 PM to 2 AM",2.8
Nungambakkam Bismi Biriyani,138 reviews,"Biryani, Chinese, North Indian",₹650,11 AM to 3 AM,3.6
China Town,132 reviews,Chinese,"₹1,200","12 Noon to 3 PM, 7 PM to 11:30 PM",3.7
Tuscana On Chamiers,143 reviews,"Italian, Pizza","₹1,600","12 Noon to 11:30 PM (Mon),12 Noon to 11 PM (Tue-Sun)",4.2
The Stop,162 reviews,"Italian, Cafe, Continental",₹600,12 Noon to 11 PM,3.4
Little Italy,113 reviews,"Italian, Mexican","₹1,300","11:30 AM to 3 PM, 6:30 PM to 11 PM",4.1
Chamiers Cafe,246 reviews,"Cafe, Italian, Continental","₹1,000",8 AM to 11:30 PM,4.2
The Crown - The Residency Towers,129 reviews,"North Indian, Continental","₹2,050",6 PM to 11:30 PM,4.0
Big Bang Theory - Bar & Kitchen,217 reviews,"American, Continental","₹1,500",Mon-Sun (12 Noon to 11:59 PM),4.1
Seasonal Tastes - The Westin Chennai Velachery,119 reviews,"North Indian, South Indian, Continental, European","₹2,500",24 Hours,3.9
Spectra - The Leela Palace,155 reviews,"North Indian, Asian, Japanese, Mediterranean, Continental, Italian","₹2,500",24 Hours,4.4
MadHatter's Tea Garden,91 reviews,"Cafe, Continental",₹750,"Mon-Sat (10 AM to 8 PM), Sun (Closed)",3.6
Zuka,179 reviews,"Desserts, Ice Cream",₹750,11 AM to 11 PM,4.2
Delma Restaurant,38 reviews,"Arabian, Chinese, North Indian, Biryani",₹700,11 AM to 11 PM,3.8
AlMaza,218 reviews,"Arabian, Mughlai, North Indian, Biryani",₹850,"11:30 AM to 3 PM, 6:30 PM to 11 PM (Mon, Tue, Wed, Fri, Sat, Sun), 6:30 PM to 11 PM (Thu)",4.3
Haritam,54 reviews,"South Indian, North Indian, Chinese, Desserts, Finger Food, Healthy Food, Juices",₹350,6:30 AM to 11 PM,3.4
Masaledaar,173 reviews,"North Indian, Chinese",₹800,"12:30 PM to 3:30 PM, 6:30 PM to 11:30 PM",3.7
4 Seasons,152 reviews,"Hyderabadi, Mughlai, Chinese, Arabian",₹600,12 Noon to 11 PM,3.6
Kim Ling,139 reviews,Chinese,₹850,"12 Noon to 2:45 PM, 7 PM to 10:45 PM",4.0
New Town Restaurant,80 reviews,Continental,"₹1,000",11 AM to 11 PM,3.8
The Rock,138 reviews,"Thai, Chinese, North Indian, South Indian",₹800,"11:45 AM to 3:30 PM, 6:30 PM to 11:15 PM",2.5
Chokhi Dhani,202 reviews,Rajasthani,"₹1,100",4 PM to 11 PM,3.8
Starbucks,255 reviews,Cafe,₹650,11 AM to 10 PM,4.0
Donut House,106 reviews,"Desserts, Bakery",₹250,11 AM to 11 PM,4.3
Tovo,94 reviews,"Burger, American, Steakhouse","₹1,200",11 AM to 11 PM,4.2
Sachin Ka Dhabba,185 reviews,"North Indian, Chinese",₹700,"12 Noon to 3 PM, 7 PM to 11 PM",2.3
Tea Trails,39 reviews,"Cafe, Desserts",₹550,10 AM to 11 PM (Mon-Sun),3.8
Bombay Kulfi,180 reviews,Ice Cream,₹150,11 AM to 11 PM (Mon-Sun),4.9
Spice Haat - Hyatt Regency,164 reviews,"North Indian, South Indian, Continental","₹3,100","6:30 AM to 10:30 AM, 12:30 PM to 3 PM, 6:30 PM to 11:30 PM",3.8
Krishnavillasam - The Home Of Classics,140 reviews,"South Indian, North Indian, Chinese",₹850,"Mon-Fri (11:30 AM to 10:30 PM), Sat-Sun (7:45 AM to 10:30 PM)",3.4
Dunkin Donuts,230 reviews,"Cafe, Fast Food, Burger, Desserts",₹550,11 AM to 11 PM,3.6
Madras - The Raintree,95 reviews,"South Indian, Kerala, Chettinad","₹1,800","12:30 PM to 3 PM, 7:30 PM to 11 PM",4.1
Bombaysthan,99 reviews,"Desserts, Fast Food",₹400,10:30 AM to 12 Midnight,3.7
Bike & Barrel - The Residency Towers,193 reviews,Finger Food,"₹2,300",11 AM to 12:30 AM,3.9
Swensens,190 reviews,Desserts,₹200,11 AM to 11 PM,4.3
Grillz,157 reviews,"North Indian, Chinese, Thai, Arabian","₹1,000","11:30 AM to 3 PM, 7 PM to 11 PM (Mon-Thu), 11:30 AM to 3:30 PM, 6:30 PM to 11:30 PM (Fri-Sun)",3.7
Craveyard Cafe,119 reviews,"Cafe, Burger",₹700,11 AM to 10 PM,3.7
Ovenfresh,70 reviews,"Bakery, Desserts, Pizza",₹400,10 AM to 10:30 PM,3.3
The Kitchen - The Raintree,132 reviews,"Continental, North Indian, South Indian, Italian, Asian","₹3,000",7 AM to 1 AM,4.1
Dawn & Dusk,73 reviews,"Continental, Chinese, North Indian, Burger, Pizza",₹700,7 PM to 5 AM,3.6
The Cupcake Company,92 reviews,"Bakery, Desserts",₹600,10 AM to 10 PM,4.0
Krispy Kreme,252 reviews,"Desserts, Cafe",₹400,11 AM to 10 PM,4.3
Paprika - Courtyard by Marriott,145 reviews,"Cafe, North Indian, Italian","₹2,500",24 Hours,3.9
Flower Drum,211 reviews,Chinese,₹700,"12 Noon to 3 PM, 6:30 PM to 11 PM (Mon-Fri), 12 Noon to 3 PM, 6 PM to 11 PM (Sat-Sun)",3.9
Annalaya Veg Restaurant,126 reviews,"South Indian, North Indian, Chinese, Continental",₹700,7:30 AM to 10:30 PM,3.5
Haagen Dazs,95 reviews,"Ice Cream, Desserts","₹1,000",11 AM to 12 Midnight,3.9
Savoury Sea Shell,240 reviews,"Arabian, Chinese, North Indian",₹750,11 AM to 11:30 PM,3.9
The Chocolate Room,183 reviews,"Desserts, Cafe, Bakery",₹500,11 AM to 11 PM,3.6
Ashvita Nirvana,78 reviews,Cafe,₹750,12 Noon to 10 PM,3.9
Daawat - The Kabab Shop,112 reviews,"North Indian, Chinese, Mughlai, Biryani",₹700,"12 Noon to 3:30 PM, 6:30 PM to 11 PM",3.7
Moti Mahal Delux Tandoori Trail,48 reviews,"North Indian, Mughlai, Chinese",₹800,"11:30 AM to 3:30 PM, 7 PM to 11 PM",4.0
Kakada Ramprasad,238 reviews,"Mithai, Street Food",₹450,7 AM to 10 PM,4.3
Bay View - Vivanta by Taj  Fisherman's Cove,165 reviews,Seafood,"₹4,200","12:30 PM to 2:30 PM, 7:30 PM to 10:45 PM",4.2
Cake Walk,142 reviews,"Bakery, Desserts",₹300,9 AM to 10 PM,4.0
Nawaab Sheikh Biryani,146 reviews,Biryani,₹300,11:30 AM to 10 PM,3.6
Login,92 reviews,"Italian, Chinese, North Indian, Continental","₹1,000",11 AM to 11 PM,3.7
Andhikkadai,113 reviews,South Indian,₹300,"7 AM to 10 AM, 12 Noon to 3 PM, 4 PM to 10 PM",4.1
Links,119 reviews,"Fast Food, Street Food",₹250,10 AM to 11 PM,4.1
Cafe Arabica,25 reviews,"Cafe, Bakery, Arabian",₹700,9 AM to 12 Midnight,3.6
Ozaann,88 reviews,"Chinese, North Indian, Arabian","₹1,000",10 A.M. to 11:30 P.M.,3.5
Mansukh Sweets & Snacks,118 reviews,"North Indian, Chinese, Street Food",₹350,9 AM to 9:30 PM,3.6
Maqs Barbecue N Biryani,149 reviews,"North Indian, Continental, Chinese, Seafood, Biryani","₹1,000","12:30 PM to 3 PM, 7:30 PM to 11 PM",2.5
VB Signature by Namma Veedu Vasanta Bhavan,71 reviews,"North Indian, South Indian, Chinese, Asian","₹1,000","11 AM to 11:30 PM (Mon, Tue, Thu, Fri, Sat, Sun), 11 AM to 11 PM (Wed)",3.8
Cafe Chef's Paradise,76 reviews,"Fast Food, Chinese, Italian",₹500,Mon-Sun (11 AM to 10:30 PM),2.8
Southern Spice - Taj Coromandel,113 reviews,South Indian,"₹3,000","12:30 PM to 3 PM, 7 PM to 12 Midnight",4.7
Sher E Punjab,84 reviews,"North Indian, Chinese, Mughlai",₹400,"10:30 AM to 3:30 PM, 6 PM to 11:30 PM",3.6
Nair Mess,203 reviews,"South Indian, Biryani",₹200,"11 AM to 3 PM, 7 PM to 11 PM (Mon-Sat), 11:30 AM to 3 PM (Sun)",4.2
Indiska Magic,101 reviews,"Desserts, Street Food, Fast Food",₹300,11 AM to 10 PM,4.1
Ente Keralam,111 reviews,Kerala,₹750,"12 Noon to 3 PM, 7 PM to 10:45 PM",3.8
Arab Street,82 reviews,Arabian,₹800,12 Noon to 11 PM,3.9
DINE,65 reviews,"Chinese, North Indian, Italian","₹1,000",11 AM to 11 PM,3.8
Harry's Wrap And Roll,71 reviews,"Tex-Mex, Mexican, Turkish, American, Fast Food",₹500,11 AM to 11 PM,3.1
Bella Ciao,204 reviews,Italian,"₹1,100","6 PM to 11:30 PM (Mon, Wed-Fri), 11 AM to 3:30 PM, 6:30 PM to 11:30 PM (Sat-Sun), Tue Closed",3.8
Pizza Hut,92 reviews,"Pizza, Fast Food",₹700,11 AM to 11 PM,2.9
Sigree Global Grill,101 reviews,"Mediterranean, Spanish, Mexican, North Indian","₹1,200","12:30 PM to 3 PM, 7 PM to 11 PM (Mon-Sun)",3.9
Gusto Cafe,99 reviews,"Cafe, Continental, Bangladeshi, Beverages, Desserts, Deli","₹1,100",11 AM to 11 PM,3.6
Rayar's Mess,203 reviews,South Indian,₹100,"7 AM to 10:30 AM, 3 PM to 6:30 PM (Mon-Sat), 7 AM to 10:30 AM (Sun)",4.4
Momoyama,97 reviews,Japanese,₹900,"12 Noon to 3 PM, 6 PM to 10 PM",4.0
Fatoosh,66 reviews,"North Indian, Chinese",₹800,11:30 AM to 11:30 PM,3.3
Cafe H,75 reviews,"Cafe, Pizza, Italian, Fast Food, Burger",₹700,10 AM to 11 PM,3.8
Bombaysthan,67 reviews,"Desserts, Fast Food",₹400,10:30 AM to 12 Midnight,3.6
Hotel Paramount,124 reviews,"North Indian, Chinese, Seafood, South Indian, Biryani",₹700,07:30 AM to 11 PM,3.7
Dipping Pot,244 reviews,"Finger Food, Desserts, Italian",₹750,11 AM to 11 PM,3.8
Mylai Karpagambal Mess,227 reviews,South Indian,₹200,7 AM to 10 PM,3.6
Chaa,83 reviews,"Street Food, Fast Food",₹200,"11 AM to 11 PM (Mon-Sat), 7 AM to 10 PM (Sun)",3.8
Dynasty,84 reviews,"Chinese, Seafood","₹1,200","12 Noon to 3 PM, 7 PM to 11 PM",3.9
The Great Kabab Factory - Radisson Blu,178 reviews,"North Indian, Afghani, Mughlai, Biryani","₹4,000","12 Noon to 3 PM, 6:30 PM to 12 Midnight",4.0
Ecstasy,97 reviews,"Desserts, Bakery, Cafe",₹600,"3 PM to 11 PM (Mon-Fri), 12 Noon to 11 PM (Sat-Sun)",4.4
Bay 146 - The Savera Hotel,126 reviews,"Continental, Italian, Chinese, Lebanese, North Indian, Mexican","₹1,200","12:30 PM to 3 PM, 7 PM to 12 Midnight (Mon-Thu), 12 Noon to 12 Midnight (Fri-Sun)",3.8
Ilapuram Biryani,99 reviews,"Biryani, Andhra",₹700,"12 Noon to 4 PM, 7 PM to 11:30 PM (Mon-Fri),11:30 AM to 11:30 PM (Sat-Sun)",3.6
Anjappar,86 reviews,"Chettinad, Chinese, North Indian, Seafood, South Indian",₹600,"12 Noon to 3:30 PM, 7 PM to 11:30 PM",2.9
Uttar Bhojan,94 reviews,"North Indian, Street Food",₹300,11 AM to 9:30 PM,3.9
Royal Sandwich Shop,105 reviews,Fast Food,₹200,"09:30 AM to 9:30 PM (Mon-Sat), Sun Closed",4.6
The Kati Roll Shop,107 reviews,"Chinese, Fast Food, South Indian",₹300,12:30 PM to 11:30 PM,3.8
The Kati Roll Shop,107 reviews,"Chinese, Fast Food, South Indian",₹300,12:30 PM to 11:30 PM,3.8
Burger King,95 reviews,"American, Fast Food, Burger",₹500,11 AM to 11 PM,3.8
Pizza Republic,89 reviews,Pizza,₹500,11 AM to 11 PM,2.8
Q Bar - Hilton,128 reviews,"Continental, Mediterranean, Juices, Beverages, North Indian, Finger Food","₹2,000",7:30 PM to 12 Midnight,4.1
Lucky Da Punjabi Dhaba,168 reviews,North Indian,₹550,"Mon-Sun (11:30 AM to 3:30 PM, 7 PM to 11 PM)",3.9
The Rock,121 reviews,"Thai, Chinese, North Indian, South Indian",₹800,"12 Noon to 3 PM, 6 PM to 11 PM",2.4
Colony - The Raintree,41 reviews,"Italian, North Indian, South Indian, Continental","₹2,000",24 Hours,4.2
Amadora Gourmet Ice Cream & Sorbet,75 reviews,"Ice Cream, Desserts",₹500,11:30 AM to 11:30 PM,4.2
ID Express,112 reviews,South Indian,₹600,"11 AM to 11 PM (Mon-Fri), 8 AM to 11 PM (Sat-Sun)",3.6
Food Souk,77 reviews,"Biryani, North Indian, Chinese",₹600,"12 Midnight to 4 AM, 12 Noon to 12 Midnight (Mon-Sun)",3.9
Social,120 reviews,"Continental, European","₹1,300",6:30 AM to 12 Midnight,3.7
The Beach Club,167 reviews,Continental,"₹1,200","12:30 PM to 3 PM, 7 PM to 10 PM",4.2
Ya Mohideen Biryani,167 reviews,Biryani,₹400,11 AM to 10 PM,4.3
Nasi Kandar Pelita,121 reviews,"Malaysian, Chinese, North Indian",₹800,10:30 AM to 11 PM,3.6
The English Tea Room,45 reviews,Cafe,₹900,11 AM to 11 PM,3.7
Pan Asian - ITC Grand Chola,104 reviews,"Japanese, Chinese, Vietnamese, Thai, Asian, Sushi","₹4,200",7 PM to 11:30 PM,4.7
Maqs Barbecue N Biryani,105 reviews,"North Indian, Biryani",₹800,"12:30 PM to 3 PM, 7:30 PM to 11 PM",2.5
Little Italy,153 reviews,"Italian, Mexican","₹1,300","11:30 AM to 3 PM, 6:30 PM to 11 PM",4.1
Shree Mithai,138 reviews,"Mithai, Desserts, Street Food",₹500,8:30 AM to 9 PM,4.4
Moonlight Takeaway & Delivery,84 reviews,"North Indian, Chinese, Continental, Biryani",₹450,11 AM to 5 AM,3.4
Once Upon A Time - Green Park Hotel,288 reviews,"North Indian, Mughlai","₹1,400","12:30 PM to 3:30 PM, 7:30 PM to 11:30 PM",4.1
Kuttanad Restaurant,145 reviews,"Kerala, Chinese",₹450,"12 Noon to 3:30 PM, 7 PM to 11 PM",4.2
McDonald's,129 reviews,Fast Food,₹450,10 AM to 11 PM,3.4
Hotel Crescent,97 reviews,"Kerala, South Indian, Chinese, North Indian",₹600,11 AM to 11:45 PM,3.6
Mahamudra,152 reviews,South Indian,₹700,07:30 AM to 10 PM,3.8
Mainland China,89 reviews,"Chinese, Thai","₹1,800","12 Noon to 3:30 PM, 7 PM to 11 PM",3.8
The Vault - Bar Stock Exchange,114 reviews,"Continental, Italian, Mexican","₹1,000",12 Noon to 12 Midnight,3.4
Kumarakom,168 reviews,"North Indian, Kerala, Chinese",₹600,"12 Noon to 3 PM, 7 PM to 11 PM",3.6
Mathura Restaurant,98 reviews,"North Indian, Chinese, South Indian, Continental",₹700,"11 AM to 3:30 PM, 6 PM to 10:30 PM",3.8
Inchins,56 reviews,"North Indian, Chinese, Arabian",₹600,"11 AM to 3:30 PM, 6:30 PM to 11 PM (Mon-Thu),11 AM to 11 PM (Fri-Sun)",3.1
Apoorva's Sangeetha Veg,93 reviews,"South Indian, North Indian",₹500,7 AM to 11 PM,3.7
D Cafe,192 reviews,"Cafe, Mexican, Italian, Chinese, European, Desserts","₹1,200",11 AM to 11 PM,3.5
The Wharf - Radisson BLU  Templebay,114 reviews,"Seafood, Mediterranean, Italian, North Indian","₹3,000","12 Noon to 3 PM, 7 PM to 11 PM",4.2
Bobby's Bistro,220 reviews,"European, Desserts, Cafe","₹1,000",7 AM to 11:30 PM (Mon-Sun),3.7
Entrée,90 reviews,"North Indian, Continental, Italian","₹1,400",6:30 AM to 11 PM,3.4
"Spice It - IBIS Hotel, Mount Road",21 reviews,"Continental, North Indian, South Indian, Cafe, Chinese, Cuisine Varies, Desserts, Finger Food","₹1,100",11 AM to 11 PM,3.6
Swensens,14 reviews,Desserts,₹200,7:30 AM to 11:30 PM,4.1
L'attitude 49,110 reviews,"Continental, Seafood, Malaysian, North Indian, Asian","₹1,800",10 AM to 9 PM,4.3
Bakealicious,53 reviews,Bakery,₹800,"11 AM to 10:30 PM (Mon-Thu),11 AM to 11 PM (Fri),7 AM to 11:30 PM (Sat-Sun)",4.3
Gossip Fusion Bistro,41 reviews,"North Indian, Italian",₹800,"11 AM to 11 PM (Mon, Wed-Thu, Sat-Sun), 11 AM to 7 PM (Tue), 11 AM to 6 PM (Fri)",3.6
House #22 Cafe,170 reviews,"Cafe, Continental, Italian","₹1,000",11 AM to 11 PM,3.7
Nikkys Kitchen,85 reviews,"Chinese, North Indian, Mughlai",₹800,"12 Noon to 3:30 PM, 7 PM to 11 PM",3.6
Ali's BBQ & Grill,166 reviews,"North Indian, Arabian, Mediterranean","₹1,400",12 Noon to 11:30 PM,3.6
Tasty Jones,164 reviews,"North Indian, Fast Food",₹500,11 AM to 10 PM,3.7
O.S.B Hot & Chat,94 reviews,"Street Food, Fast Food, South Indian, North Indian",₹200,11 AM to 11 PM,4.9
The Sandwich Shop,98 reviews,"Fast Food, Healthy Food, Sandwich",₹200,11 AM to 5 AM,2.5
Moonlight Takeaway & Delivery,83 reviews,"North Indian, Chinese, Continental, Biryani",₹450,"12 Noon to 3 PM, 6 PM to 11 PM (Mon-Sun)",3.9
Döner Kebab Bistro,58 reviews,Continental,₹900,11 AM to 11 PM,3.7
Hotel Crescent,160 reviews,"Kerala, South Indian, Chinese, North Indian",₹450,"7 AM to 10 AM, 12:30 PM to 3 PM, 7 PM to 11 PM",3.5
Dot.Yum - Aloft Chennai,119 reviews,"North Indian, Italian",₹900,"11:30 AM to 3:30 PM, 7 PM to 11 PM",3.4
Gourmand's Delight,126 reviews,"South Indian, North Indian, Chinese",₹750,11 AM to 12 Midnight,4.1
Evoke Bistro - Bar & Grill,139 reviews,"Continental, Italian, Chinese, North Indian, European","₹1,500",11 AM to 10:30 PM,3.7
Cafe Adoniya,90 reviews,"Cafe, Fast Food",₹650,12 Noon to 11 PM,3.7
Lemon Square,68 reviews,"Street Food, Fast Food, Beverages",₹350,"12 Noon to 3 PM, 7 PM to 10 PM (Mon-Fri), 7 AM to 10 PM (Sat-Sun)",3.9
Pattappa's Thaligai,107 reviews,South Indian,₹400,11 AM to 11 PM,3.5
Hotel Pandia's,69 reviews,"Chettinad, South Indian, North Indian, Chinese",₹600,"4 PM to 11:30 PM (Tue-Sun), Mon Closed",3.9
Coffeetales,130 reviews,"Cafe, Fast Food",₹500,11 AM to 11:30 PM,3.7
Kapila Dasa,162 reviews,"South Indian, North Indian, Desserts",₹700,12 Noon to 12 Midnight,4.5
M'BESSY Kitchen & Bar,78 reviews,"Italian, Spanish, Mexican, Continental, Mediterranean","₹1,550",12 Noon to 12 Midnight,2.8
Zaffron Restaurant,52 reviews,"North Indian, Chinese",₹600,11 AM to 11 PM,3.7
Rotiwala,93 reviews,"North Indian, Street Food",₹200,"11:45 AM to 3:30 PM, 6:30 PM to 11:15 PM",2.1
The Rock,110 reviews,"Thai, Chinese, North Indian, South Indian",₹800,11 AM to 11:30 PM,3.8
Hajeeras Kitchen,122 reviews,"North Indian, Biryani, Chinese",₹500,10 AM to 10 PM,3.8
Gangotree,137 reviews,"Mithai, Street Food",₹200,"7:30 AM to 9:30 AM, 12 Noon to 4 PM, 7 PM to 11 PM",3.8
Kumarakom,236 reviews,"North Indian, Kerala, Chinese",₹600,11 AM to 11 PM,3.7
Touchdown Tapas & Restobar,116 reviews,"Finger Food, Chinese","₹1,200",7 PM to 11 PM,4.0
Rajputana,59 reviews,North Indian,"₹1,500","12 Noon to 3 PM, 6:30 PM to 11 PM",3.6
Mirchi Cuisine,108 reviews,"North Indian, Mughlai, Chinese, Seafood",₹850,12 Noon to 10:30 PM,4.2
Home Meals,87 reviews,"South Indian, North Indian, Chinese",₹500,7 PM to 12 Midnight,3.9
Board Walk - Ramada,105 reviews,"North Indian, Continental, Cafe","₹1,500","12 Noon to 3:30 PM, 7 PM to 10:30 PM",3.4
Spice It - IBIS Hotel,33 reviews,"North Indian, Chinese, Continental","₹1,200","12:30 PM to 2:45 PM, 7 PM to 11:30 PM",4.4
Peshawri - ITC Grand Chola,163 reviews,"North Indian, Mughlai","₹4,000","07:30 AM to 09:30 AM, 12 Noon to 4 PM, 7 PM to 11 PM",3.7
Kumarakom,197 reviews,"North Indian, Kerala, Chinese",₹600,"12:30 PM to 3 PM, 7 PM to 11 PM",4.0
The Great Kabab Factory - Radisson Blu,113 reviews,"North Indian, Afghani, Mughlai, Biryani","₹4,000",10 AM to 10 PM,4.1
Ajanabi,108 reviews,"Street Food, Mithai",₹250,11 AM to 11 PM,3.8
MEnU Let's Get Together,74 reviews,"Continental, Italian, Cafe","₹1,000","11:30 AM to 3:45 PM, 7 PM to 10:45 PM",2.5
Daalchini,115 reviews,"North Indian, Chinese, Biryani, Chettinad",₹600,11 AM to 10 PM,4.0
Brunch,50 reviews,"Street Food, Fast Food, Juices",₹200,"12 Noon to 3 PM, 7 PM to 11 PM",3.8
Green Tamarind,105 reviews,"North Indian, Chinese, Street Food",₹850,"11 AM to 3:30 PM, 6:30 PM to 11 PM",2.7
Jalapeno,81 reviews,"South Indian, Chinese, North Indian, Arabian, Biryani",₹650,7 PM to 7 AM,3.7
Twilight Takeaway,130 reviews,"North Indian, Chinese, Continental",₹350,"11:30 AM to 3:30 PM, 6:30 PM to 11:30 PM",3.5
The Farmhouse,127 reviews,"Continental, Italian, North Indian, Chinese","₹1,300","5 PM to 11 PM (Mon), 12 Noon to 11:30 PM (Tue-Sun)",3.8
Hoppipola,123 reviews,"Continental, Mediterranean, American","₹1,400","11:30 AM to 3 PM, 7 PM to 10:45 PM",3.8
Bombay Halwa House,141 reviews,North Indian,₹500,11 AM to 11:30 PM,3.6
Thai Food House,52 reviews,Thai,"₹1,000",11 AM to 11 PM,3.5
Eatza Pizza,56 reviews,"Pizza, Fast Food",₹600,11 AM to 11 PM,2.7
Domino's Pizza,63 reviews,Pizza,₹700,11:30 AM to 11:30 PM,3.7
Hotel Virudhunagar,93 reviews,"North Indian, Chinese, South Indian",₹500,11 AM to 11 PM,3.6
