name,review-count,cuisines,cost for 2,timings,rating
Kebab It,51 reviews,Fast Food,₹400,7 PM to 5 AM,3.4
The Cupcake House,100 reviews,"Bakery, Desserts",₹200,"12:15 PM to 3:15 PM, 7 PM to 11 PM",3.9
The Coronet,56 reviews,"North Indian, Chinese, Biryani",₹550,12:30 PM to 10 PM,3.5
Foody Call,51 reviews,"North Indian, Fast Food, Chinese",₹550,11:30 AM to 11:30 PM (Mon-Sun),3.3
Pluto's Restaurant,49 reviews,"Indian, Chinese, North Indian",₹400,"12:30 PM to 3 PM, 7 PM to 11:30 PM",3.9
The Red Box,28 reviews,Chinese,₹350,"12 Noon to 3:30 PM, 7 PM to 10 PM",3.9
Firdouse,56 reviews,"North Indian, Mughlai, Chinese, South Indian",₹500,11 AM to 11 PM,3.8
Lotus - The Park,31 reviews,Thai,"₹3,000","12 Noon to 3 PM, 7 PM to 11 PM",2.2
Green Cafe,41 reviews,"South Indian, Chinese",₹300,3 PM to 2 AM,3.9
Mishwar Restaurant,86 reviews,"Arabian, North Indian, Chinese, South Indian, Seafood","₹1,000",11 AM to 11 PM,2.7
Sachin Ka Dhabba,47 reviews,"North Indian, Chinese",₹700,10 AM to 9:30 PM,3.6
365 A.S. - Hyatt Regency,54 reviews,Finger Food,"₹3,200",10:30 AM to 11 PM,3.8
Food Village,67 reviews,"North Indian, Chinese",₹700,"Mon-Sun (11 AM to 4 PM, 6 PM to 11 PM)",3.5
KC Das,44 reviews,"Mithai, Street Food",₹200,8 AM to 11 PM,3.7
La Chocolate,34 reviews,Bakery,₹500,"12:30 PM to 3:30 PM, 6:30 PM to 12 Midnight",3.7
Naattarasan,67 reviews,"Chettinad, North Indian, Chinese, South Indian",₹500,10 AM to 10 PM,3.6
The Brew Room,24 reviews,"Cafe, Continental, Italian, Desserts","₹1,100",11 AM to 11 PM,2.2
Jonah's Goes Fishing,30 reviews,"Seafood, Italian","₹1,400",11 AM to 11 PM,3.9
Satpura,88 reviews,North Indian,₹150,12 Noon to 3 AM,3.8
La Castle,41 reviews,"North Indian, Biryani, Chinese",₹600,10 AM to 9 PM,3.5
Ibaco,55 reviews,"Ice Cream, Desserts",₹150,11:30 AM to 11:30 PM,2.8
Burger Point,41 reviews,"Fast Food, Burger",₹500,7 AM to 12 Midnight,2.6
Royal Madrasi,45 reviews,"South Indian, North Indian",₹550,"12 Noon to 3:30 PM, 6:30 PM to 10:30 PM",3.3
Ambrosia,24 reviews,"Cafe, Bakery, Japanese, Korean",₹500,"11 AM to 3 PM, 6:30 PM to 11 PM",3.5
Hotel Crescent,44 reviews,"North Indian, South Indian, Andhra, Biryani, Chinese",₹450,10 AM to 11 PM,3.7
Hotel Bhukara,43 reviews,"North Indian, South Indian, Chinese, Biryani",₹650,"12:30 PM to 3 PM, 6:30 PM to 11 PM",3.9
Seasons,64 reviews,"North Indian, Chinese",₹700,10 AM to 10 PM,3.8
Little North,47 reviews,"North Indian, Chinese",₹800,11 AM to 11 PM,2.7
Chocoman's,63 reviews,"Bakery, Ice Cream, Desserts, Fast Food",₹350,11 AM to 10 PM,3.6
Ayna - Hilton,46 reviews,"Bengali, Biryani, South Indian, North Indian, Mughlai, Rajasthani, Andhra, Kerala","₹2,500",10 AM to 10 PM,3.8
Sri Vaishnavaa's Chat Shop,46 reviews,Street Food,₹200,"11 AM to 4 PM, 7 PM to 11 PM",2.5
Cafe Home Pitch,42 reviews,Cafe,₹500,11 AM to 11 PM,2.4
Juice Pump,29 reviews,"Juices, Beverages, Fast Food",₹300,12 Noon to 11 PM,3.5
Chocoman's,48 reviews,"Bakery, Ice Cream, Desserts, Fast Food",₹350,7 PM to 4 AM,3.8
Amaravathi,56 reviews,"Andhra, North Indian, Chinese",₹700,11 AM to 11 PM,3.9
Apple Bee's,106 reviews,"Arabian, Chinese, North Indian",₹600,11:30 AM to 11:30 PM,2.6
Paanch Foron,29 reviews,"Bengali, Chinese",₹250,12 Noon to 10:30 PM,3.6
Nightu Foodie,49 reviews,North Indian,₹600,11 AM to 11 PM,2.4
Swensens,26 reviews,Desserts,₹200,11 AM to 11 PM,3.6
Salem RR Briyani Unvagam,39 reviews,"Biryani, South Indian",₹350,7 AM to 11 PM,3.7
Mom's Dining,58 reviews,North Indian,₹250,11 AM to 11 PM,3.4
Velu Military Restaurant,46 reviews,"Chettinad, Chinese",₹700,11 AM to 10 PM,4.1
Neama,66 reviews,"Arabian, North Indian, Chinese, Continental",₹500,6:30 AM to 10:30 PM,3.6
Waters Edge Cafe - Radisson BLU Temple Bay,52 reviews,"Cafe, South Indian, North Indian, Mediterranean, Italian, Seafood","₹3,000",11 AM to 11 PM,2.3
Eggsclusive,47 reviews,Fast Food,₹250,12 Noon to 10 PM,3.8
Arabian Kebab Center,57 reviews,"Biryani, North Indian",₹400,12 Noon to 1 AM,3.6
Santana,50 reviews,"Seafood, Chinese",₹500,"11:45 AM to 10:30 PM (Mon, Wed, Sat, Sun), 11:45 AM to 10:29 PM (Tue, Thu), 11:45 AM to 10:31 PM (Fri)",1.9
Oceana Hotel,43 reviews,"Arabian, North Indian, Chinese",₹650,3 PM to 9 PM,4.0
Skewers,58 reviews,"North Indian, Fast Food, Street Food",₹350,06:30 AM to 10:30 PM,2.4
Freez Zone,46 reviews,"Ice Cream, Desserts, Fast Food",₹300,11 AM to 10 PM,3.6
Taj Restaurant,45 reviews,"North Indian, Chinese, Biryani",₹800,11 AM to 11 PM,3.6
Gaurav Vada Pav Centre,54 reviews,Fast Food,₹100,24 Hours,3.5
Data Udipi Hotel,47 reviews,"South Indian, North Indian, Chinese",₹500,"12 Noon to 3:30 PM, 7 PM to 11:30 PM",3.9
Carnival,45 reviews,"Fast Food, North Indian, Italian",₹400,11 AM to 11 PM,3.2
Rahman Biriyani,73 reviews,"Biryani, Chinese, North Indian",₹500,24 Hours,3.8
Bazaar - All Day Diner - Grand by GRT Hotels,10 reviews,"North Indian, South Indian, Continental, Asian","₹2,000","12:30 PM to 3 PM, 7 PM to 11:30 PM",3.9
Parwani's Bombay Halwa House,49 reviews,North Indian,₹550,12 Noon to 12 Midnight,3.4
24x7 Bytes,28 reviews,"North Indian, Chinese",₹800,11:30 AM to 11 PM,2.8
Petals,34 reviews,"North Indian, Continental, Chinese, Thai, Chettinad","₹1,200",10 AM to 10 PM,3.8
Chin Chin - The Residency,50 reviews,"Thai, Chinese","₹1,500",Mon-Sun (12 Noon to 10 PM),3.4
Sea Mount,75 reviews,"North Indian, Chinese, Biryani",₹500,8 AM to 8 PM,4.0
Gem Exprezz,60 reviews,"North Indian, Chinese",₹550,4 PM to 10:30 PM,3.9
Orchard,40 reviews,"Fast Food, Juices, Ice Cream",₹350,11 AM to 4 AM,3.6
Tuk Tuk Asia,21 reviews,"Chinese, Thai, Singaporean",₹700,11 AM to 12 Midnight,3.9
Old Madras Baking Company,32 reviews,"Bakery, Desserts",₹300,"8 AM to 9:30 AM, 11:30 AM to 2:30 PM, 7:30 PM to 10 PM",3.5
WOSS - World of Sub's & Salad's,53 reviews,Fast Food,₹300,"12 Noon to 3 PM, 7 PM to 11 PM",3.9
The Leather Bar - The Park,46 reviews,"Burger, American, Beverages, Italian, Chinese, European, Finger Food, Asian","₹3,000",6 AM to 11:30 PM,3.7
Rhapsody - Courtyard by Marriott,66 reviews,Finger Food,"₹2,250",9 AM to 10 PM,3.5
Ghuma Ghumalu Mess,71 reviews,"Biryani, South Indian",₹400,"11 AM to 9 PM (Mon-Thu), 11 AM to 11 PM (Fri-Sun)",3.8
e=Macaroni & Cheese Square,70 reviews,"Continental, Italian",₹300,"12 Noon to 3:30 PM, 6 PM to 11 PM",3.8
Sigree,66 reviews,"North Indian, Mughlai","₹1,200",12 Noon to 10:30 PM,2.6
National Durbar Restaurant,42 reviews,"North Indian, Chinese",₹350,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",2.7
Cake Affairs,13 reviews,"Desserts, Bakery",₹300,9 AM to 11 PM,3.7
Latitude - By The Park,37 reviews,"Continental, Seafood, Tea, Beverages, Salad, Ice Cream, European, Asian",₹800,7:30 AM to 11:30 PM,3.7
Namma Kitchen,46 reviews,"Biryani, North Indian, Chinese, Mughlai",₹600,"11:30 AM to 3:30 PM, 7 PM to 11:30 PM",2.4
The Delhi Dhaba,54 reviews,North Indian,₹300,11 AM to 10 PM,3.5
Simran's Aappa Kadai,78 reviews,"Chettinad, Chinese, North Indian, South Indian",₹600,"12 Noon to 3 PM, 7 PM to 11 PM",3.4
Frost Goddess,25 reviews,"Bakery, Desserts",₹400,10 AM to 10:30 PM,3.5
Swirl - The Gateway Hotel,47 reviews,"Finger Food, North Indian, Italian, Continental","₹1,500","11:30 AM to 3:30 PM, 7 PM to 11:30 PM",3.4
Alreef,68 reviews,"Arabian, North Indian, Chinese",₹600,24 Hours,3.5
ci gusta!,67 reviews,"Italian, Ice Cream, Desserts",₹600,11:30 AM to 11:30 PM,3.4
Food Fieszta,39 reviews,"North Indian, Chinese",₹550,6:30 AM to 11:30 PM,3.7
Arabian Hut,81 reviews,"North Indian, Arabian",₹400,7 AM to 11 PM,3.9
The Track,64 reviews,"North Indian, Chinese",₹500,"12 Noon to 3:30 PM, 7 PM to 11:30 PM",3.9
The Dining Room - Park Hyatt,62 reviews,"Continental, South Indian, North Indian","₹3,000","12 Noon to 3:30 PM, 7 PM to 11:30 PM",2.8
36 Degrees,32 reviews,"Fast Food, Desserts, Juices",₹500,"12 Noon to 3 PM, 7 PM to 11 PM",2.9
Pandia's Avenue,35 reviews,"Chettinad, South Indian, North Indian, Chinese",₹600,11:30 AM to 11:30 PM,2.7
Viswanathan Chettinadu Hotel,44 reviews,"Chettinad, South Indian, Chinese",₹400,7 PM to 1 AM,2.5
Babal Da Punjabi Dhaba,55 reviews,"North Indian, Chinese",₹750,12 Noon to 12 Midnight (Mon-Sun),3.5
Spice Land,31 reviews,"Chinese, North Indian",₹800,10 AM to 9 PM,3.5
Food Fieszta,44 reviews,"North Indian, Chinese",₹450,11 AM to 11 PM,3.3
GrilbeQ Lebanon Multicuisine Restaurant,33 reviews,"Arabian, Lebanese, North Indian, Chinese",₹650,10 AM to 10:30 PM,3.6
Midnight Express,43 reviews,"Chettinad, North Indian",₹400,"11:30 AM to 3 PM, 7 PM to 10 PM",4.0
Moroccan Multi Cuisine Restaurant,54 reviews,"North Indian, Moroccan, Chinese, Biryani, Charcoal Grill, Seafood, South Indian",₹600,5:30 AM to 9:45 PM,3.9
Elixir - Lounge Bar,47 reviews,Finger Food,"₹1,200",11 AM to 11 PM,3.4
Bakers Cottage,36 reviews,"Bakery, Desserts",₹350,"12:30 PM to 3 PM, 7:30 PM to 11 PM",3.6
Kobe Sizzlers,34 reviews,"Continental, Italian, Steakhouse, Chinese",₹800,12:30 PM to 11 PM,3.7
Arabian Hut,68 reviews,"North Indian, Arabian",₹400,"10 AM to 10 PM (Mon-Wed, Fri-Sun), 7:30 AM to 10 PM (Thu)",3.4
Gujurati Mandal,72 reviews,Gujarati,₹200,"12 Noon to 4 PM, 7 PM to 11 PM",3.2
Madras Coffee House,39 reviews,"Cafe, South Indian",₹150,10:30 AM to 10 PM,3.5
Flavours of Lalgudi,25 reviews,"North Indian, South Indian, Chinese",₹850,11 AM to 1 AM,3.7
Symphony - Ramada,56 reviews,"North Indian, South Indian, Continental","₹2,000",11 AM to 11 PM,3.5
The Kati Roll Shop,41 reviews,"Chinese, Fast Food, South Indian",₹300,11 AM to 11 PM,3.4
The Baker's Code,36 reviews,"Bakery, Desserts",₹350,11 AM to 2 AM,3.2
Coastline,28 reviews,"Kerala, Seafood","₹1,200",7 PM to 11:30 PM,4.1
Cheese N Freeze,33 reviews,"Fast Food, Pizza",₹400,11 AM to 11 PM,3.5
Big Sip,40 reviews,"Juices, Beverages",₹200,"12 Noon to 4 PM, 6:30 PM to 11 PM (Mon-Fri), 11 AM to 11 PM (Sat-Sun)",3.6
Ferraree,28 reviews,"Chinese, South Indian, North Indian, Continental",₹850,11 AM to 11 PM,3.5
Bachelor's Restaurant,58 reviews,"Chettinad, North Indian, Chinese, Arabian",₹500,11 AM to 10 PM,3.5
Goodman Restaurant & Grill,71 reviews,"North Indian, Chinese",₹700,"12 Noon to 3:30 PM, 7:30 PM to 11 PM",3.5
Tasty Pizza,39 reviews,"Pizza, Fast Food",₹450,7 AM to 11 PM,3.5
Jamavar - The Leela Palace,47 reviews,"South Indian, North Indian","₹3,000",7 AM to 11 PM,3.7
Southern Spices,51 reviews,"South Indian, Kerala, Andhra, North Indian, Chinese",₹600,12 Noon to 10:30 PM,2.3
Lydie's,63 reviews,"Continental, South Indian","₹1,550",10 AM to 10 PM,3.7
i-Way Restaurant,61 reviews,"North Indian, Chinese, Biryani",₹550,24 Hours,2.8
Shiv Shri,16 reviews,"Street Food, Fast Food",₹200,"12 Noon to 3 PM, 7 PM to 10:30 PM",3.7
Barbecue Forest,60 reviews,"North Indian, Chinese, Mediterranean","₹1,100","8 AM to 10 AM, 11 AM to 2:30 PM, 7 PM to 9:30 PM",4.0
Gnanambal Idli Shop,69 reviews,"South Indian, Chinese",₹250,10 AM to 10 PM,4.1
Melting Pot: The Market Cafe,21 reviews,"North Indian, South Indian, Continental","₹1,600",7 AM to 11 PM,2.7
Daalchini,45 reviews,"North Indian, Chinese, Biryani, Chettinad",₹600,11 AM to 11 PM,3.6
Buy The Way - The Take Away Cafe,33 reviews,Fast Food,₹200,"12:30 PM to 3 PM, 7:30 PM to 11:45 PM",4.1
Caramel - Kohinoor Asiana Hotel,43 reviews,"Italian, North Indian, South Indian, Cafe, Continental","₹1,500",9 AM to 8:30 PM,3.7
Tic Tac,45 reviews,"Chinese, North Indian",₹500,11 AM to 11 PM,3.4
Sree Agarwal Bhojanaalay,87 reviews,"Rajasthani, Street Food",₹300,24 Hours,2.1
Senthil Softy Zone,53 reviews,"Desserts, Ice Cream, Street Food",₹200,8 AM to 11 PM,3.5
Apoorva's Sangeetha Veg,35 reviews,"South Indian, North Indian",₹500,11 AM to 11 PM,3.8
Cream Stone,18 reviews,Ice Cream,₹350,"11:30 AM to 3:30 PM, 7 PM to 11 PM",2.7
Hip Asia - Vivanta by Taj Connemara,44 reviews,"Japanese, Vietnamese, Malaysian, Thai","₹2,400",12:30 PM to 10 PM,3.5
The Grand Sweets and Snacks,35 reviews,"Mithai, South Indian",₹300,"11:30 AM to 3:30 PM, 7 PM to 11 PM",3.3
Orange,31 reviews,"South Indian, North Indian, Chettinad, Chinese",₹600,7:30 AM to 10:30 PM,3.7
Citrus Cafe - Lemon Tree,52 reviews,"Cafe, North Indian, European, American, Continental","₹1,700",9:30 AM to 10 PM,3.7
Hotel Sennthur,42 reviews,"South Indian, Chinese, North Indian, Fast Food",₹400,5 AM to 9:30 PM,3.5
Cafe de Luxe,30 reviews,"Cafe, Italian",₹800,12 Noon to 10 PM,2.6
Nivedhanam Veg International,46 reviews,"South Indian, North Indian, Chinese",₹550,"11 AM to 3 PM, 7 PM to 11 PM",3.7
The Red Box,23 reviews,Chinese,₹350,"7 AM to 10:30 AM, 12:30 PM to 3 PM, 7 PM to 11 PM",3.7
Navrang,35 reviews,"North Indian, Chinese, South Indian",₹450,11 AM to 11 PM,2.7
Sri Krishna Hot Spot,42 reviews,"South Indian, Fast Food, North Indian",₹300,4 PM to 10:45 PM,4.0
Cake Walk,46 reviews,"Bakery, Desserts",₹300,7:30 AM to 10:30 PM,2.9
Kolkata Chat,60 reviews,Street Food,₹150,7 AM to 10:30 PM,3.6
The Royals Biryani,36 reviews,"North Indian, Chinese, Mughlai",₹400,"2 PM to 11 PM (Mon-Fri), 1 PM to 11 PM (Sat-Sun)",4.0
Luxer Hotel,39 reviews,"Mediterranean, North Indian, Arabian","₹1,400","7:30 AM to 3:30 PM, 7 PM to 11 PM",3.3
Oasis - Radisson Blu,38 reviews,"North Indian, Chinese, Continental","₹2,500",9 AM to 11 PM,3.5
Fish 'n' Prawn,36 reviews,"Seafood, North Indian, Chinese, Biryani",₹500,11 AM to 11 PM,2.2
Upper Deck - Vivanta by Taj  Fisherman's Cove,29 reviews,"French, Italian","₹3,500",4 PM to 1 AM,4.0
Mint Kitchen,36 reviews,"South Indian, North Indian",₹300,"11:30 AM to 3 PM, 7 PM to 10:45 PM",2.5
Hotel Raaj Bhaavan,35 reviews,"South Indian, North Indian, Fast Food",₹400,6 AM to 10 PM,3.6
Brownie Heaven,39 reviews,Desserts,₹350,"11 AM to 11 PM (Mon-Thu), 11 AM to 12 Midnight (Fri-Sun)",3.8
Dakshina Puram,42 reviews,"Andhra, Kerala",₹250,12 Noon to 10:30 PM,3.6
Cafe Rio,31 reviews,"Fast Food, Continental",₹750,5 PM to 5 AM,3.8
KC Das,36 reviews,"Mithai, Street Food",₹200,11 AM to 10 PM,4.1
Courtallam Border Parotta,59 reviews,"North Indian, Chettinad, Biryani, South Indian, Chinese, Italian",₹950,11:30 AM to 11 PM,3.5
Chipstead - Taj Coromandel,35 reviews,Finger Food,"₹2,500",4 PM to 2 AM,3.5
Sri Gokulam Cafe,38 reviews,"North Indian, Chinese",₹400,"12 Noon to 2:30 PM, 6 PM to 10:30 PM",4.1
Vishranthi,56 reviews,South Indian,₹150,11 AM to 12 Midnight,3.6
Pabrai's Fresh and Naturelle Ice Creams,34 reviews,"Ice Cream, Desserts",₹200,8 AM to 11 PM,2.5
Chettinese,41 reviews,"South Indian, Chinese, Chettinad",₹350,24 Hours,3.6
Cozee - Box Out,60 reviews,"North Indian, Chinese",₹300,"11:30 AM to 10:30 PM (Mon-Thu), 11 AM to 11:30 PM (Fri-Sun)",3.6
Al-Najeeb Nawab Of Kebab,45 reviews,Fast Food,₹350,"11:30 AM to 3:30 PM, 6 PM to 11 PM (Tue-Fri), 11:30 AM to 11 PM (Sat-Sun), Mon Closed",2.9
Manpasand Chat And Dhaba,46 reviews,"North Indian, Street Food, Chinese",₹250,"7 AM to 10 AM, 12:30 PM to 3 PM, 7 PM to 11 PM",3.0
Willows - The Westin Chennai Velachery,46 reviews,Finger Food,"₹3,000","12:30 PM to 3:45 PM, 7:30 PM to 11:45 PM",4.1
Al Kebabish,55 reviews,"North Indian, Chinese",₹400,7 AM to 11 PM,2.7
Escape - Green Park Hotel,89 reviews,Finger Food,"₹1,500","11 AM to 11 PM (Mon-Thu, Sat-Sun), 11 AM to 1 PM, 3 PM to 11 PM (Friday)",3.8
Food Out,51 reviews,"Chinese, Biryani",₹500,12:30 PM to 11:30 PM,3.9
Barista,40 reviews,Cafe,₹650,10 AM to 10 PM,2.6
Sappda Vanga,57 reviews,"South Indian, North Indian, Chinese",₹250,9:30 AM to 9:30 PM,3.7
Mini Melts,29 reviews,"Ice Cream, Desserts",₹300,11 AM to 11 PM,2.6
Heaven's Kitchen,28 reviews,"North Indian, Chinese, Seafood",₹600,11 AM to 11 PM,3.3
Spice Jar - The Residency,45 reviews,"Chinese, Continental, North Indian, South Indian","₹1,200",Mon-Sun (7 AM to 11 PM),3.2
Beyond Indus - Taj Club House,36 reviews,North Indian,"₹2,500",11 AM to 11 PM,3.5
Apoorva's Sangeetha Veg,24 reviews,"South Indian, North Indian",₹500,6 AM to 10 PM,3.5
Hotel Safari,35 reviews,"North Indian, South Indian, Chinese, Biryani",₹450,6 AM to 11 PM,3.6
The Kati Roll Shop,34 reviews,"Chinese, Fast Food, South Indian",₹300,11 AM to 11 PM,3.3
Noorus,39 reviews,"Chinese, Biryani, North Indian",₹450,10 AM to 10 PM,3.8
Baker's Cafe,29 reviews,"Bakery, Cafe, Fast Food, Italian",₹300,11 AM to 11 PM,2.6
Little Hut,36 reviews,"North Indian, Chinese, Fast Food",₹300,7 AM to 11 PM,3.2
Hotel Savoy,42 reviews,"South Indian, North Indian, Chinese, Mughlai",₹850,11 AM to 11 PM,2.6
Komala's Restaurant,30 reviews,"South Indian, North Indian, Chinese",₹400,9 AM to 10 PM,3.5
Campus Restaurant,34 reviews,"Kerala, South Indian, Arabian, North Indian",₹450,"11 AM to 3:30 PM, 7 PM to 11 PM",2.8
Geetha Cafe,54 reviews,"South Indian, North Indian",₹350,9:30 AM to 9:30 PM,3.8
Abhinandan,47 reviews,"South Indian, Chinese, North Indian, Fast Food",₹450,6 AM to 12 Noon,4.0
Pizza Pub,43 reviews,"Italian, Pizza",₹700,6 AM to 12 Noon,4.0
Bread & Beyond,43 reviews,Fast Food,₹200,8 AM to 9 PM,3.8
Pudhusu Restaurant,47 reviews,"North Indian, South Indian, Chinese, Chettinad",₹600,11 AM to 11 PM,3.6
Komala's Restaurant,40 reviews,"South Indian, North Indian, Chinese",₹400,"12 Noon to 3:30 PM, 7 PM to 11 PM",3.6
Rahman Biriyani,54 reviews,"Biryani, Chinese, North Indian",₹500,7 PM to 11 PM,3.2
Tarts,38 reviews,"Bakery, Desserts, Pizza, Fast Food",₹550,11 AM to 11 PM,2.3
Ramaa's The Hyderabadi Food Court,43 reviews,"North Indian, Chinese, Biryani, Hyderabadi",₹650,"11 AM to 7:30 PM (Mon-Sat), Sun Closed",4.2
Food Point,46 reviews,"Fast Food, Street Food, Juices, Desserts",₹200,11 AM to 9:30 PM,3.8
Karthik Tiffin Centre,63 reviews,South Indian,₹200,11 AM to 11 PM,3.5
Karthik Tiffin Centre,63 reviews,South Indian,₹200,"11:30 AM to 10:30 PM (Mon-Sat),11 AM to 10:30 PM (Sun)",3.9
Old Madras Baking Company,24 reviews,"Bakery, Desserts",₹300,"11 AM to 3:30 PM, 7 PM to 11 PM",3.4
The Mount View,50 reviews,"North Indian, Chinese",₹600,12 Noon to 10 PM,3.9
Masaledaar Firangi Tadka,29 reviews,"North Indian, Rajasthani","₹1,000",8 AM to 9:30 PM,2.2
Pergola - The Accord Metropolitan,38 reviews,"Continental, Italian, North Indian, Chinese, Thai","₹1,500",5 PM to 1 AM,4.2
Apple Bee's,61 reviews,"Arabian, Chinese, North Indian",₹550,10 AM to 10:30 PM,3.5
Blondies & Brownies By Baker's Lane,35 reviews,"Desserts, Bakery",₹300,"11 AM to 3:30 PM, 6 PM to 11 PM",3.6
Shree Mithai,39 reviews,"Mithai, Street Food, Desserts",₹200,11 AM to 11 PM,2.4
Sharief Restaurant,32 reviews,"North Indian, Chinese, Biryani",₹600,11 AM to 11 PM,3.5
Ambur Biriyaanis,37 reviews,"Biryani, Chettinad, North Indian, Chinese",₹450,4 PM to 12 Midnight,3.5
Ramaa's The Hyderabadi Food Court,42 reviews,"North Indian, Chinese, Biryani, Hyderabadi",₹650,7 AM to 10:30 PM,3.3
Mehtaas Vada Pav,41 reviews,"Street Food, Desserts",₹150,"12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Thu), 12 Noon to 4 PM, 7 PM to 11:30 PM (Fri-Sun)",2.5
The Grand Sweets and Snacks,54 reviews,"Mithai, South Indian, Chinese, Street Food, North Indian",₹300,11 AM to 10:30 PM,3.6
Library Blu - The Leela Palace,31 reviews,Finger Food,"₹3,000","11 AM to 9:30 PM (Mon-Sat),12:30 PM to 9:30 PM (Sun)",3.8
Chocolate Fantasy,9 reviews,"Desserts, Bakery, Ice Cream",₹300,11 AM to 11 PM,2.5
Pally Tastei Food,26 reviews,"Chinese, North Indian, South Indian",₹500,"Closed (Mon),8 AM to 11 PM (Tue-Sun)",3.4
Pizza Hunt,33 reviews,"Pizza, Fast Food, Burger",₹500,10 AM to 9 PM,3.9
Paddington,48 reviews,"Finger Food, North Indian, Chinese","₹1,400","9 AM to 10 PM (Mon-Sat), Sun Closed",3.9
Geoffrey's - Hotel Radha Regent,44 reviews,"Chinese, Continental, Vietnamese, Mediterranean, European","₹1,200",11:30 A.M. to 11 P.M.,4.0
Hotel Raaj Bhaavan,41 reviews,"South Indian, North Indian, Fast Food",₹400,6 AM to 11 PM,2.5
Kaaraikudi,28 reviews,"Chettinad, South Indian, Biryani",₹650,11 AM to 11 PM,3.4
Tawa 9,31 reviews,"South Indian, North Indian, Street Food",₹550,"12 Noon to 4 PM, 7 PM to 10:30 PM",3.7
Zea Popcorns,29 reviews,Street Food,₹150,9 AM to 10 PM,3.8
Qurbani Biryani,28 reviews,"Biryani, North Indian, Chinese",₹500,"6 AM to 10 AM, 12 Noon to 3 PM, 7 PM to 10:30 PM",3.2
Bengali fun foods,23 reviews,"Bengali, North Indian",₹400,11 AM to 11 PM,3.5
Cake Paradise,29 reviews,Bakery,₹200,"10 AM to 9:45 PM (Mon-Sat),Closed (Sun)",2.5
Jannal Kadai,50 reviews,South Indian,₹100,"11 AM to 3 PM, 6 PM to 10 PM (Mon-Sun)",3.6
Stuf-fed - OMR Food Street,55 reviews,North Indian,₹250,11 AM to 11 PM,2.4
Chettinad Saiva Bhavan,65 reviews,"South Indian, Chinese, North Indian, Chettinad",₹350,10:30 AM to 11 PM,3.7
Biggy Bites,15 reviews,Fast Food,₹550,10 AM to 10 PM,3.5
Rangoli,48 reviews,"Gujarati, Rajasthani",₹550,"12 Noon to 2:30 PM, 6:30 PM to 9:30 PM",3.9
Cakes and Berrys,34 reviews,"Bakery, Desserts, Fast Food",₹230,10 AM to 10 PM,3.6
Marina Kitchen,12 reviews,"Chinese, North Indian, South Indian","₹1,000",9 AM to 10 PM,3.4
Al Ruban,37 reviews,"Arabian, North Indian, Chinese",₹550,"8 PM to 2 AM (Fri-Sat), Mon, Tue, Wed, Thu & Sun Closed",3.8
Chatpate Chaat,21 reviews,"Street Food, North Indian",₹150,24 Hours,3.7
Fuji Japanese Restaurant,21 reviews,"Japanese, Korean","₹1,700",7:30 AM to 11:30 PM,3.4
Annachi Dosai Kadai,31 reviews,"South Indian, North Indian, Chinese",₹500,10:30 AM to 11:30 PM,3.6
Bubble's,36 reviews,Beverages,₹300,10 AM to 10 PM,2.7
Cakes 'N' Bakes,24 reviews,"Fast Food, Bakery, Desserts",₹350,8 AM to 11 PM,3.7
Dahlia,35 reviews,Japanese,"₹1,500",11 AM to 11 PM,2.0
Chocoman's,40 reviews,"Bakery, Ice Cream, Desserts, Fast Food",₹350,11 AM to 11 PM,3.4
Berry 'n' Blossom,11 reviews,"Bakery, Fast Food",₹500,11 AM to 11 PM,3.5
Gatsby 2000 - Crowne Plaza Chennai Adyar Park,40 reviews,"North Indian, Chinese","₹3,000","12 Noon to 3 PM, 7 PM to 11:30 PM",3.9
Est - Hilton,22 reviews,"Cafe, Continental, Bakery, Desserts, Italian, North Indian, Biryani","₹1,500","12 Noon to 4 PM, 7 PM to 11 PM",2.5
Jewel Box Restaurant - Hotel Blue Diamond,36 reviews,"North Indian, Chinese, Seafood, Biryani",₹700,11 AM to 11 PM,2.2
Creamy Inn,32 reviews,"Ice Cream, Desserts",₹200,"12 Noon to 3 PM, 7 PM to 11 PM",2.5
Real Food Mall,37 reviews,"North Indian, Chinese, Fast Food",₹300,12 Noon to 12 Midnight,2.9
Hot Breads,25 reviews,"Bakery, Fast Food, Italian",₹450,7:30 AM to 11 PM,3.3
Marrybrown,36 reviews,"Fast Food, Burger",₹600,"Mon-Fri (12 Noon to 10:30 PM), Sat-Sun (12 Noon to 11 PM)",3.7
New Classic Restaurant,26 reviews,"North Indian, Biryani, South Indian, Chinese",₹500,"12 Noon to 3 PM, 7 PM to 11:30 PM",3.6
Tasteation,25 reviews,"North Indian, Mexican, Mediterranean",₹600,11 AM to 11 PM,3.7
Sian - The Gateway Hotel,29 reviews,Chinese,"₹1,800",9:30 AM to 10 PM,3.6
Hotel Sangamam,31 reviews,"Chettinad, North Indian, Chinese, South Indian",₹700,11 AM to 12 Midnight,3.8
Pitstop,31 reviews,Fast Food,₹500,7 AM to 11 PM,2.8
Sachin Ka Dhabba,37 reviews,"North Indian, Chinese",₹700,9 AM to 11 PM,3.5
Al - Arabi,35 reviews,"North Indian, Arabian, Chinese, Biryani",₹450,7 AM to 11 PM,3.8
