name,review-count,cuisines,cost for 2,timings,rating
KC Das,128 reviews,"Desserts, Street Food","₹1,200",9 AM to 11 PM,3.5
Movenpick Ice Cream,106 reviews,"Ice Cream, Desserts",₹500,"12 Noon to 3:30 PM, 7 PM to 11 PM",2.7
Kudla - Hotel Ramanashree,81 reviews,"South Indian, Andhra, Chinese",₹350,"11 AM to 11:30 PM (Mon-Thu, Sun), 11 AM to 1 AM (Fri-Sat)",3.5
The Raj Pavilion - ITC Windsor,86 reviews,"North Indian, Continental, Asian",₹750,12:30 PM to 10 PM,3.6
Black Jack,64 reviews,"North Indian, Chinese","₹2,100","12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Thu, Sun), 12 Noon to 3:30 PM, 7 PM to 1 AM (Fri-Sat)",3.9
Dragon's Kitchen,116 reviews,Chinese,₹450,"12:30 PM to 11:30 PM (Tue-Sun), Mon Closed",3.6
Big Mummy,55 reviews,Fast Food,"₹1,400","12:30 PM to 3:30 PM, 6:30 PM to 11 PM",3.7
Beijing Bites,65 reviews,"Chinese, Thai",₹450,7:30 AM to 11:30 PM,3.4
Bling - The Zuri,70 reviews,"Continental, North Indian","₹1,000","11:30 AM to 4:30 PM, 7 PM to 10:30 PM",3.6
Forking Rolls,89 reviews,"Chinese, Fast Food",₹800,11 AM to 9 PM,4.5
HongKong,85 reviews,"Chinese, Thai",₹400,"7 AM to 12 Noon, 4 PM to 9 PM",4.3
Shawarma King,126 reviews,"Fast Food, Arabian",₹750,"12 Noon to 3 PM, 6:30 PM to 11:30 PM (Mon-Thu, Sun), 12 Noon to 3 PM, 6:30 PM to 1 AM (Fri-Sat)",4.0
Seasalt,43 reviews,"Seafood, Mangalorean, Goan",₹100,11 AM to 12 Midnight,3.4
Crunkz,77 reviews,"Kerala, North Indian, South Indian","₹2,500",10:30 AM to 10:30 PM,3.7
Dalma,123 reviews,Oriya,₹700,"Mon-Sun (11:30 AM to 3:30 PM, 6:30 PM to 10:30 PM)",3.7
Soul Treat,117 reviews,"Bakery, Desserts, Healthy Food",₹500,"11 AM to 3:30 PM, 7 PM to 11 PM",3.4
South Kitchen,96 reviews,South Indian,₹800,"11 AM to 11:30 PM (Mon-Thu, Sun), 11 AM to 1 AM (Fri-Sat)",3.6
Bene - Sheraton Grand Bangalore Hotel at Brigade...,62 reviews,Italian,"₹1,100","10 AM to 10:30 PM (Tue-Sun), Mon Closed",3.5
Imperial Restaurant,46 reviews,"North Indian, Chinese, Biryani","₹1,200",11 AM to 12 Midnight,3.3
Ching's With A Twist,70 reviews,"Chinese, North Indian",₹450,24 Hours,3.8
Atithi,77 reviews,North Indian,₹700,11 AM to 11 PM,2.6
Wazwan,80 reviews,"Kashmiri, Seafood, North Indian, South Indian","₹1,800","6:30 AM to 10:30 AM, 11:30 AM to 3:30 PM, 7 PM to 11:30 PM",3.4
Jive Pub,37 reviews,"Finger Food, North Indian, Chinese",₹600,11 AM to 11:30 PM,2.6
Evolve,68 reviews,"North Indian, South Indian, Continental, Cafe, Italian","₹1,500","12 Noon to 3:30 PM, 7 PM to 11 PM",3.6
Imperial Restaurant,61 reviews,"North Indian, Chinese, Biryani",₹700,"12 Noon to 3:30 PM, 7 PM to 11 PM (Tue-Sun), Mon Closed",3.1
Nook - Aloft Bengaluru Cessna Business Park,79 reviews,"North Indian, Continental, Asian","₹1,200","11 AM to 4:30 PM, 6 PM to 11 PM",2.1
Shaadi Ki Biryani,141 reviews,Biryani,₹600,6:30 PM to 11 PM,4.1
Soul City,76 reviews,"Italian, Chinese, Continental, North Indian, Seafood, Thai",₹350,24 Hours,3.8
Imperial Restaurant,86 reviews,"North Indian, Chinese, Biryani","₹3,000","12:30 PM to 2:30 PM, 7 PM to 10:30 PM",4.1
Pier 39,90 reviews,"North Indian, Mexican","₹4,100",11 AM to 11 PM,3.5
Kollapuri's,46 reviews,Maharashtrian,"₹3,500","11 AM to 12:30 AM (Mon-Thu), 11 AM to 1 AM (Fri-Sun)",4.0
Decker's Lane,93 reviews,Bengali,"₹1,000",7 PM to 4 AM,2.7
Alto Vino - Bengaluru Marriott Hotel Whitefield,59 reviews,Italian,₹500,11 AM to 9:30 PM,3.9
La Brasserie - Le Meridien,67 reviews,"North Indian, Continental, Japanese, Chinese, South Indian",₹500,12 Noon to 10 PM,3.8
K&K - ITC Gardenia,101 reviews,"North Indian, Mughlai",₹150,1 PM to 11 PM,3.4
JukeBox,102 reviews,"Continental, Parsi, Chinese, North Indian, Italian",₹150,"12:30 PM to 3:30 PM, 7 PM to 11 PM (Mon-Thu), 12:30 PM to 3:30 PM, 7 PM to 1 AM (Fri-Sun)",3.4
Bombaysthan,67 reviews,"Fast Food, Desserts",₹800,"11 AM to 10 PM (Tue-Sun), Mon Closed",4.0
Night Food Joint,41 reviews,"North Indian, Chinese","₹1,075","11 AM to 11:30 PM (Mon-Thu, Sun), 11 AM to 12:30 AM (Fri-Sat)",2.5
Bite Me Cupcakes,57 reviews,Desserts,₹400,11 AM to 11 PM,2.6
Eat Eroo - Bombay Vada Pav,76 reviews,Street Food,₹900,11 AM to 11 PM,3.5
Al-Bek,61 reviews,"North Indian, Biryani",₹500,11:30 AM to 10 PM,3.9
Isys - The President Hotel,111 reviews,"Continental, North Indian, Chinese, Thai",₹600,11 AM to 11 PM,3.9
Chai Charcha & Change,86 reviews,"North Indian, Fast Food",₹450,11 AM to 11 PM,3.8
Soho Bar & Grill,92 reviews,"North Indian, Chinese, Thai","₹1,800","12 Noon to 3 PM, 6 PM to 10:30 PM",3.5
Casino Hotel,87 reviews,"North Indian, Chinese",₹500,"Closed (Mon),12 Noon to 10 PM (Tue-Sun)",3.9
Howrah Bridge,47 reviews,Bengali,₹500,11 AM to 11 PM,3.5
Le Casse Croûte,63 reviews,"French, Street Food",₹250,"10:30 AM to 11 PM (Mon-Thu), 10:30 AM to 1 AM (Fri-Sun)",2.3
Fort Kochi,88 reviews,"European, Seafood",₹850,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",2.7
Stir Fry,100 reviews,Chinese,"₹1,000","12 Noon to 3:30 PM, 6 PM to 11 PM",3.2
Kitchen Of Joy,68 reviews,"Bengali, North Indian, Chinese",₹700,9 AM to 10 PM,3.4
Sid's Take Away,55 reviews,"Fast Food, Pizza, Burger",₹550,11 AM to 11 PM,3.6
Sizzling Szechuan,67 reviews,"Chinese, Thai",₹300,11:30 AM to 11:30 PM,4.0
WYT RestroPub,81 reviews,"North Indian, Chinese",₹850,6 AM to 10 PM,4.4
Vanani,78 reviews,"North Indian, Chinese",₹400,"11 AM to 4 PM, 7 PM to 11 PM",3.6
Mughal Empire,63 reviews,"North Indian, Mughlai, Chinese",₹100,"12 Noon to 3:30 PM, 7 PM to 11 PM",4.2
The Mithaas,58 reviews,"North Indian, South Indian, Chinese",₹600,"11:30 AM to 4 PM, 6 PM to 10:30 PM (Mon-Thu), 11:30 AM to 4 PM, 6 PM to 11:30 PM (Fri-Sun)",3.3
Sizzling Szechuan,66 reviews,"Chinese, Thai",₹500,"10:30 AM to 4 PM, 7 PM to 11 PM",2.7
Berry'd Alive,37 reviews,Desserts,₹800,"9 AM to 10 PM (Tue-Sun), Mon Closed",4.2
Kaapi Katte,109 reviews,Street Food,₹500,"9 AM to 10:30 PM (Tue-Sun), Mon Closed",3.6
Rigan Hyderabadi Bawarchi,120 reviews,"Biryani, North Indian, Chinese",₹150,2:30 PM to 11:30 PM,4.1
Red Sun,76 reviews,"Chinese, Thai",₹200,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",3.7
Lalchee's Rasoi,59 reviews,"North Indian, Chinese",₹200,"11 AM to 11 PM (Mon-Thu, Sun), 11 AM to 1 AM (Fri-Sat)",3.5
Holiday Village,73 reviews,"North Indian, Chinese","₹1,000","12 Noon to 3:30 PM, 7 PM to 11 PM",3.9
Moto Store & Café,51 reviews,Cafe,₹650,"12 Noon to 3:30 PM, 7 PM to 11 PM (Tue-Sun), Mon Closed",3.1
Cupcake Noggins,61 reviews,Desserts,₹600,12 Noon to 11 PM,2.4
Bombay Chowpaty Kulfi,93 reviews,"Ice Cream, Desserts","₹1,200",9 AM to 12 Midnight,4.1
Zayakedar,83 reviews,North Indian,₹800,"10 AM to 11 PM (Tue-Sun), Mon Closed",3.8
Jimi's Beer Cafe,81 reviews,"American, North Indian, Chinese",₹500,11 AM to 10:30 PM,3.9
Bangalore Mandarin,47 reviews,"Chinese, Mediterranean",₹400,12 Noon to 11 PM,3.0
Kollapuri's,46 reviews,Maharashtrian,₹500,"11 AM to 11 PM (Mon-Thu, Sun), 11 AM to 1 AM (Fri-Sat)",3.9
Paprica,71 reviews,"North Indian, Chinese","₹1,400","7 AM to 10:30 AM, 12 Noon to 3 PM, 7 PM to 11 PM",2.3
Le Gateau - The Cake Shop,62 reviews,Bakery,"₹1,200",12 Noon to 11 PM,2.4
Chaaye Stall,108 reviews,"Cafe, Fast Food",₹700,12 Noon to 11 PM,3.7
Big Straw - Chew On This,86 reviews,"Fast Food, Cafe","₹1,200",11 AM to 9:30 PM,3.7
Backwaters,42 reviews,"Kerala, Chinese, North Indian",₹500,"11 AM to 3:30 PM, 7 PM to 11 PM",3.7
Hokey Cokey Gastropub,111 reviews,"Asian, Continental, Finger Food",₹300,"12 Noon to 3:30 PM, 7 PM to 11 PM",3.7
Smaaash,34 reviews,"North Indian, Continental, Chinese","₹1,000",7 PM to 11 PM,3.9
Blue Coriander - Lords Plaza,139 reviews,"North Indian, Chinese, Continental","₹1,000",11 AM to 10:30 PM,3.8
Paprica,71 reviews,"North Indian, Chinese","₹2,300","11 AM to 3 PM, 6:30 PM to 11 PM",3.6
Kaaram,37 reviews,"Andhra, Biryani",₹500,7 AM to 11 PM,3.7
Patville,39 reviews,Desserts,₹550,"12 Noon to 3 PM, 7 PM to 11:15 PM",3.8
The Oriental Spice - Ashraya Hotel,62 reviews,"Chinese, Thai, Indonesian",₹400,11 AM to 11 PM,2.8
The Great Indian Thali,83 reviews,North Indian,"₹2,500","7:30 AM to 12:30 PM, 4:30 PM to 10 PM (Mon-Sat), 7:30 AM to 12:30 PM (Sun)",4.4
The Pink Poppadom - Hyatt Bangalore MG Road,52 reviews,"North Indian, Continental",₹300,"11 AM to 11 PM (Mon-Thu, Sun), 11 AM to 1 AM (Fri-Sat)",2.7
Gokul Kuteera,91 reviews,"North Indian, Chinese, South Indian",₹150,11 AM to 11 PM,2.4
Yuan Restaurant,48 reviews,Chinese,"₹1,400",12 Noon to 11 PM,3.2
Anna Kuteera,47 reviews,"South Indian, North Indian, Chinese",₹300,"12 Noon to 3:30 PM, 6 PM to 10:30 PM (Tue-Sun), Mon Closed",3.7
Zen - The Leela Palace,60 reviews,"Thai, Japanese, Chinese",₹900,9 AM to 8 PM,4.2
M.M.A. Kabab's & Biriyani Center,97 reviews,"North Indian, Mughlai, Chinese",₹400,6 PM to 11:30 PM,4.2
Om Sai Skanda Dosa Camp,103 reviews,South Indian,₹100,8 AM to 11 PM,3.8
Jugs,110 reviews,"European, North Indian","₹3,500","11 AM to 3:30 PM, 7 PM to 11 PM",2.4
Delhi Walle,115 reviews,"North Indian, Street Food",₹400,7:30 AM to 11 PM,2.6
The Platter,66 reviews,"North Indian, Chinese, Continental","₹1,050","11 AM to 11 PM (Mon-Thu, Sun), 11 AM to 12 Midnight (Fri-Sat)",2.7
Food Springs,43 reviews,"South Indian, Chinese",₹400,"11:30 AM to 11:30 PM (Mon-Thu, Sun), 11:30 AM to 1 AM (Fri-Sat)",3.5
The Sugar Fairy,48 reviews,"Bakery, Desserts","₹1,000","12 Noon to 3:30 PM, 7 PM to 11 PM",3.7
Graze - Vivanta By Taj,55 reviews,"European, Italian","₹3,000","12 Noon to 3:30 PM, 7 PM to 10:30 PM",2.7
Magic Oven,42 reviews,"Cafe, Desserts",₹450,"10 AM to 12 Midnight (Mon-Thu), 10 AM to 1 AM (Fri-Sun)",3.8
The Bawarchi,96 reviews,"North Indian, Chinese",₹300,"12 Noon to 3 PM, 6:30 PM to 10:30 PM (Mon-Thu),12 Noon to 3 PM, 6:30 PM to 11 PM (Fri),12 Noon to 10:45 PM (Sat-Sun)",3.6
The French Loaf,62 reviews,"Bakery, Desserts",₹700,10 AM to 11 PM,4.1
Downtown,75 reviews,"North Indian, Continental",₹400,"11 AM to 3 PM, 6 PM to 9:30 PM",3.8
Sutra - The Lalit Ashok Bangalore,71 reviews,"Continental, Chinese",₹200,"12 Noon to 11 PM (Mon-Thu, Sat-Sun), Fri Closed",2.8
Momoz,55 reviews,Chinese,₹800,"11 AM to 3:30 PM, 7 PM to 11 PM",2.7
Gurukrupa Paratha House,51 reviews,"North Indian, Chinese",₹350,"12:15 PM to 3 PM, 7:30 PM to 10:30 PM (Mon),12:30 PM to 3 PM, 7:30 PM to 10:30 PM (Tue, Wed, Fri, Sat), 12:30 PM to 3:5 PM, 7:30 PM to 10:30 PM (Thu),12 Noon to 3:30 PM, 7:30 PM to 10:30 PM (Sun)",3.9
Pyra Cafe Lounge,40 reviews,Cafe,₹550,11 AM to 11 PM,2.8
Food Monk,83 reviews,"North Indian, Chinese",₹500,"11 AM to 4 PM, 7 PM to 11 PM",3.4
Amma's Pastries,107 reviews,Bakery,₹750,11 AM to 11 PM,2.8
Hi Seoul,51 reviews,Korean,₹350,"12 Noon to 3:30 PM, 7 PM to 10:45 PM",3.3
Wazir's,65 reviews,"North Indian, Chinese",₹500,7 AM to 10:30 PM,3.5
Galaxy Kebabs & Curries,29 reviews,"North Indian, Chinese",₹950,12 Noon to 11:30 PM,3.7
Bob's Restaurant,120 reviews,"North Indian, Chinese",₹500,"11 AM to 11 PM (Tue-Sun), Mon Closed",3.8
Behrouz Biryani,19 reviews,Biryani,₹500,"12 Noon to 11 PM (Mon, Tue, Wed, Thu, Sun), 12 Noon to 1 AM (Fri-Sat)",3.7
Punjab Junction,63 reviews,North Indian,₹500,24 Hours,3.6
Pure & Natural,47 reviews,"Fast Food, Continental, Beverages, Salad, Healthy Food",₹650,12 Noon to 11 PM,2.7
Shanghai Chowk,64 reviews,"Chinese, Seafood","₹2,000","11 AM to 11:30 PM (Mon-Thu, Sun), 11 AM to 1 AM (Fri-Sat)",2.7
Bangalore Agarwal Bhavan,101 reviews,"North Indian, Street Food, Desserts",₹550,"11 AM to 11:30 PM (Mon-Thu, Sun), 11 AM to 1 AM (Fri-Sat)",3.6
Chicken County,114 reviews,"North Indian, Chinese","₹1,500","11 AM to 11 PM (Tue-Sun), Mon Closed",3.4
Chaaye Stall,56 reviews,"Cafe, Fast Food","₹1,500","12 Noon to 4 PM, 7 PM to 10:30 PM (Mon, Tue, Wed, Thu, Sat, Sun), 12 Noon to 4 PM, 7 PM to 11 PM (Fri)",3.8
Otantik Doner Kebabz,50 reviews,"Turkish, Fast Food",₹800,9 AM to 11 PM,2.7
MoMo Cafe - Courtyard by Marriott,30 reviews,"Asian, North Indian, South Indian",₹350,24 Hours,3.3
Olive - Era,58 reviews,"Arabian, Chinese, North Indian",₹450,10 AM to 11 PM,3.8
Sherlock's Pub,86 reviews,"Continental, North Indian, Chinese","₹2,200",11 AM to 11 PM,3.1
The Local - Burger Bar,56 reviews,"American, Pizza, Burger",₹200,"11 AM to 3 PM, 7 PM to 11 PM",3.9
Paradigm Shift,80 reviews,"Thai, Healthy Food, Cafe, Bakery, Desserts",₹750,"12 Noon to 3 PM, 7 PM to 10:45 PM",3.5
Royal Chef Naati Oota,53 reviews,"South Indian, Biryani",₹150,"7:30 AM to 8:30 PM (Mon, Wed-Sun), Tue Closed",3.9
Tattva Cafe,102 reviews,Cafe,₹500,10 AM to 10 PM,4.0
Citrus Cafe - Lemon Tree Hotel,80 reviews,"North Indian, Continental, South Indian",₹250,7 AM to 10 PM,3.7
Sri Venkateshwara Sweet Meat Stall,72 reviews,Street Food,₹400,7 AM to 10 PM,4.1
Hongkong Noodles,42 reviews,Chinese,₹250,10:30 AM to 10:30 PM,3.4
Shree Thali,69 reviews,North Indian,₹500,"11 AM to 11 PM (Mon-Thu, Sun), 11 AM to 2 AM (Fri-Sat)",2.7
Chung's Pavilion,78 reviews,Chinese,"₹1,100","12:30 PM to 3 PM, 7 PM to 11:30 PM",3.8
Udupi Sri Krishna Bhavan,72 reviews,South Indian,₹450,7 AM to 11 PM,2.5
The Garage Cafe,74 reviews,"Cafe, Fast Food, Beverages",₹500,11 AM to 11 PM,3.5
Masala Chai,57 reviews,"Cafe, Fast Food","₹2,200",11 AM to 10:30 PM,3.6
Priyadarshini Grand,63 reviews,"North Indian, South Indian",₹450,10 AM to 10 PM,4.2
Upahara Darshini,82 reviews,South Indian,₹150,"11 AM to 4 PM, 7 PM to 11 PM",2.9
Tikka Singh,40 reviews,"North Indian, Chinese",₹500,"12 Noon to 3:30 PM, 6:30 PM to 11 PM",3.4
Wok n Tava,69 reviews,"North Indian, Chinese",₹100,"12:30 PM to 3:30 PM, 7:30 PM to 11:30 PM",3.5
OKO - The Lalit Ashok Bangalore,70 reviews,"Japanese, Asian",₹200,"11 AM to 4 PM, 7 PM to 11 PM",3.5
Meera's Cafe,56 reviews,"South Indian, Chinese, North Indian",₹600,7 AM to 10 PM,4.1
Calcutta Victoria Chat House,54 reviews,Street Food,₹900,11 AM to 11 PM,3.8
Gokul Veg,60 reviews,"North Indian, Chinese",₹550,"9 PM to 3 AM (Tue-Sun), Mon Closed",3.8
Disney Bakery,124 reviews,"Bakery, Fast Food",₹100,7:30 AM to 11 PM,3.8
Donne Biryani House,58 reviews,Biryani,₹300,11 AM to 9:30 PM,3.5
Chowmein,62 reviews,"North Indian, Chinese, Thai, Fast Food",₹500,11 AM to 10 PM,3.5
Nouvelle Garden,102 reviews,"North Indian, Continental, Italian",₹250,9 PM to 3 AM,3.7
Sharma's Punjabi Restaurant,76 reviews,North Indian,₹600,10 AM to 10 PM,3.4
Puliyogare Point,92 reviews,South Indian,₹200,10 AM to 10 PM,3.4
Saahib,40 reviews,Fast Food,₹600,6:30 PM to 12 Midnight (Mon-Sun),3.8
Hunger Patrol,68 reviews,"North Indian, Chinese, Fast Food",₹400,11 AM to 11 PM,2.1
Sangam Sweets,55 reviews,"Desserts, Street Food, Mithai",₹100,"12 Midnight to 5 AM, 12 Noon to 5 PM, 7 PM to 12 Midnight (Mon-Sun)",2.8
Cafe Mamma Mia,80 reviews,"Continental, Fast Food, Cafe","₹2,500",10 AM to 10 PM,3.8
Sukh Sagar,53 reviews,"South Indian, North Indian",₹700,24 Hours,3.9
Eatsomnia,48 reviews,"North Indian, South Indian, Chinese, Continental",₹550,8 AM to 11 PM,3.4
Shubh Sweets,99 reviews,"Street Food, Desserts, Mithai",₹400,11:30 AM to 11 PM,3.3
Goli Vada Pav No. 1,63 reviews,Street Food,"₹1,800",6:30 PM to 11:30 PM,3.8
Azure - Vivanta by Taj,52 reviews,"Lebanese, Mediterranean, Italian",₹400,"11 AM to 11:30 PM (Mon-Thu, Sun), 11:30 AM to 1 AM (Fri), 11 AM to 1 AM (Sat)",3.2
New Hyderabad House,74 reviews,"North Indian, Biryani, Mughlai",₹500,"12 Noon to 4 PM, 7 PM to 11 PM",2.7
Foodiction,75 reviews,North Indian,₹700,11 AM to 10:30 PM,3.6
TLP Cafe,66 reviews,Cafe,"₹2,600","12 Noon to 3:30 PM, 7 PM to 10:30 PM",3.6
Palette - Vivanta by Taj,63 reviews,"Mediterranean, South Indian, North Indian, Chinese",₹900,"12 Noon to 3:30 PM, 7 PM to 10:30 PM",3.3
Shivbhoj,59 reviews,"North Indian, South Indian, Chinese, Fast Food",₹800,11 AM to 11 PM,2.7
Amrutham Flavours Of South,131 reviews,South Indian,₹500,"12:30 PM to 3:30 PM, 7 PM to 10:45 PM",2.5
The Nesara Grand,97 reviews,"North Indian, Mughlai, Chinese",₹400,"11:30 AM to 11:30 PM (Mon-Thu, Sun), 11:30 AM to 1 AM (Fri-Sat)",2.9
Sake - The Zuri,51 reviews,"Thai, Chinese, Asian",₹550,"12 Noon to 4 PM, 7 PM to 10:30 PM (Mon, Tue, Wed, Thu, Sat, Sun), 12 Noon to 4 PM, 7 PM to 11 PM (Fri)",3.8
Tap House Resto Bar,78 reviews,"Chinese, North Indian, Thai",₹450,12 Noon to 11 PM,2.5
Panchavati Gaurav Thali,70 reviews,"Rajasthani, Gujarati",₹700,"12 Noon to 3:30 PM, 6:30 PM to 11 PM",2.6
Gokul Veg,60 reviews,"North Indian, Chinese","₹1,000",7 AM to 10 PM,3.5
Hunger Meals,33 reviews,"South Indian, North Indian",₹950,"12 Noon to 4 PM, 7 PM to 11 PM",3.5
The Chocolate Room,60 reviews,"Cafe, Fast Food, Desserts, Bakery",₹350,11 AM to 10 PM,3.4
Timepass Dinner,52 reviews,North Indian,₹700,10:30 AM to 10 PM,3.4
11 2 11 - Vijayawada Style,70 reviews,"Andhra, Biryani, Chinese",₹600,"12:30 PM to 3:30 PM, 7 PM to 11 PM",3.4
Mint Masala,100 reviews,"North Indian, Chinese",₹300,11 AM to 10:30 PM,2.9
Mugshot,78 reviews,"American, Tex-Mex, Italian, North Indian, Continental, Chinese, Pizza",₹400,11 AM to 11 PM (Mon-Sun),3.6
Royal Chef Naati Oota,53 reviews,"South Indian, Biryani","₹1,500",8 AM to 10 PM,3.7
Imperio Restaurant,55 reviews,"North Indian, Chinese",₹100,7 AM to 10 PM,3.6
Bawarchi Inn,74 reviews,"North Indian, Biryani, Andhra, Chinese","₹1,200",9 AM to 9 PM,3.7
Hotel Kadamba Veg,80 reviews,"South Indian, Street Food, Chinese, North Indian",₹400,"12 Noon to 4 PM, 7 PM to 11 PM",3.3
Narmadha's Hyderabad Biriyani,57 reviews,"Biryani, North Indian",₹500,9:30 AM to 10 PM,4.1
Hungry Monk,68 reviews,"Thai, Chinese",₹150,"11:30 AM to 3:30 PM, 7 PM to 11 PM (Tue-Sat), 7 AM to 3:30 PM, 7 PM to 11 PM (Sun), Mon Closed",2.9
Bhagatram Sweets,81 reviews,"Street Food, Mithai",₹300,7:30 PM to 11:30 PM,3.5
9th Mile Dhaba - Royal Orchid Resort,89 reviews,"North Indian, Indian",₹800,7 AM to 11 PM,3.5
Gokul Veg,48 reviews,"North Indian, Chinese",₹750,"12 Noon to 11 PM (Tue-Sat), 9 AM to 11 PM (Sun), Mon Closed",3.6
Cafe Tic Tac Toe,29 reviews,"Continental, Mexican, North Indian",₹200,"12 Noon to 4 PM, 7 PM to 11 PM",3.6
Cakewala,49 reviews,"Bakery, Desserts",₹800,11 AM to 11 PM,2.6
Udupi Grand,38 reviews,"North Indian, South Indian, Chinese","₹1,500",7 AM to 11 PM,3.3
Sidewalk Cafe - Nahar's Heritage Hotel,62 reviews,"Italian, Fast Food",₹500,"12 Noon to 3:30 PM, 7 PM to 11:30 PM",3.5
Kritunga Restaurant,56 reviews,"Andhra, Biryani",₹700,7 AM to 11 PM,2.6
Kedia's Fun Food,77 reviews,Street Food,₹350,"11:30 AM to 3:30 PM, 7:30 PM to 11 PM",2.8
Rashtrakutas,49 reviews,"South Indian, Biryani",₹500,"11 AM to 11 PM (Mon-Fri), 8 AM to 11 PM (Sat-Sun)",2.9
Skylit - Citrus Hotels,91 reviews,"North Indian, Mughlai, Mediterranean",₹350,10 PM to 4 AM (Mon-Sun),3.6
Indraprastha Restaurant,118 reviews,"North Indian, South Indian, Chinese","₹1,350",4:30 PM to 10:30 PM,3.6
Rasa India,77 reviews,South Indian,"₹1,000","7 AM to 11 AM, 12 Noon to 3 PM, 7 PM to 11:30 PM",3.4
New Punjabi Food Corner,55 reviews,North Indian,₹600,"10 AM to 3:30 PM, 7:30 PM to 10 PM",3.2
Presto Restaurant,62 reviews,"North Indian, Chinese",₹950,7 AM to 10 PM,3.6
Kamat Yatrinivas,98 reviews,"North Indian, South Indian, Chinese",₹300,7:30 AM to 11 PM,3.5
Sofraah - Eden Park Restaurants,51 reviews,"North Indian, Afghani",₹350,10:30 AM to 11:30 PM,3.8
The Osteria,63 reviews,Italian,₹450,"12:30 PM to 10:30 PM (Mon, Tue, Wed, Thu, Sun), 12:30 PM to 11 PM (Fri-Sat)",3.7
Palki's,97 reviews,"North Indian, Biryani",₹300,"11 AM to 11 PM (Mon-Thu), 11 AM to 1 AM (Fri-Sun)",2.7
898 Steaks & Grill,50 reviews,"Continental, Burger",₹700,"11 AM to 4 PM, 7 PM to 11 PM",3.3
Hunger Hitman,43 reviews,"North Indian, Chinese",₹200,8 AM to 9:30 PM,4.4
Al-Bek,105 reviews,"North Indian, Chinese, Biryani","₹1,000","Mon (Closed), Tue-Sun (8 AM to 11 PM)",3.3
Punjab Mail,51 reviews,"North Indian, Chinese",₹400,"12 Noon to 11:30 PM (Mon, Tue, Wed, Thu, Sun), 12 Noon to 1 AM (Fri-Sat)",3.5
Khaana Khazana,83 reviews,North Indian,₹900,"12:30 PM to 3 PM, 7 PM to 11 PM",3.8
Palmgrove,75 reviews,"North Indian, South Indian, Chinese",₹500,11 AM to 11 PM,3.8
Juicemaker,51 reviews,"Juices, Fast Food",₹150,12 Noon to 10 PM,3.3
Pecos - St. Marks Road,102 reviews,"South Indian, Seafood, Finger Food",₹200,"12 Noon to 3 PM, 7 PM to 11:30 PM",3.6
Tandoor Box,74 reviews,"Mughlai, North Indian","₹1,300","11 AM to 4 PM, 7 PM to 11 PM",3.2
Bubbles Bite Pub & Restaurant,49 reviews,"North Indian, Chinese","₹2,800",11 AM to 11 PM,3.3
Amrutha Restaurant,35 reviews,"North Indian, Biryani, Chinese",₹400,8:30 AM to 10 PM,4.0
Poonam Sweets,97 reviews,"Desserts, Street Food",₹400,"11:30 AM to 4 PM, 6:30 PM to 11 PM",2.5
Gundappa Donne Biryani,50 reviews,Biryani,"₹2,000","11 AM to 3:30 PM, 7 PM to 11 PM",3.2
Sherlock's Pub,73 reviews,"Continental, North Indian, Chinese",₹350,10:30 AM to 10 PM,2.4
Terracotta - Vivanta By Taj,89 reviews,"Afghani, North Indian, Lucknowi",₹600,"12:30 PM to 3:30 PM, 6:30 PM to 11 PM",3.5
@Italy,59 reviews,Italian,₹200,"7 AM to 10 PM (Mon-Sat), Sun Closed",4.8
Mumbai Xpress,87 reviews,"Street Food, Fast Food",₹400,12 Noon to 11 PM,4.0
Tiger Trail - Royal Orchid Hotel,30 reviews,"North Indian, Indian","₹1,000",11 AM to 8 PM,4.0
Delhi Restaurant,56 reviews,"North Indian, Mughlai, Chinese",₹300,11 AM to 8 PM,4.0
Wok,59 reviews,Chinese,₹500,9:30 AM to 11:30 PM,2.6
Bikaner Sweet Centre,52 reviews,Street Food,₹50,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",3.7
New Tandoor,60 reviews,"North Indian, Chinese",₹300,11 AM to 11 PM,3.5
Bon Aroma,80 reviews,"Continental, Italian, North Indian",₹900,7 AM to 11 PM,3.7
Rolls On Wheels,54 reviews,Fast Food,₹900,7:30 AM to 10 PM,3.9
Tandoori Nights,51 reviews,"North Indian, Chinese",₹650,"12 Noon to 3:30 PM, 6 PM to 11 PM (Mon-Fri), 7 AM to 11 PM (Sat), 7 AM to 8 PM (Sun)",3.8
Sharon Tea Stall,77 reviews,"Tea, Beverages",₹200,"5 PM to 11:30 PM (Mon-Thu, Sun), 5 PM to 1 AM (Fri-Sat)",3.8
Khazana Food Paradise,111 reviews,"Biryani, South Indian, Fast Food",₹500,"12 Noon to 4 PM, 7 PM to 10:30 PM",3.4
Lan Thai,71 reviews,Thai,₹450,"12 Noon to 11:30 PM (Mon-Wed, Fri-Sun), Thu Closed",3.7
Lan Thai,71 reviews,Thai,₹500,"11 AM to 4 PM, 6 PM to 11 PM",2.7
Sbarro,41 reviews,"Pizza, Italian, Fast Food",₹900,"8 AM to 3 PM, 7 PM to 11 PM",2.7
