name,review-count,cuisines,cost for 2,timings,rating
Annabrahma,13 reviews,South Indian,₹500,"12 Noon to 4 PM, 7 PM to 11 PM (Tue-Sun), Mon Closed",3.5
The Upper Deck,10 reviews,"North Indian, Chinese",₹150,"10 AM to 9:30 PM (Mon-Sat), Sun Closed",3.4
Chung Wah Express,4 reviews,Chinese,₹550,11 AM to 11 PM,3.4
Khan's Daawat & Lassi Corner,13 reviews,"North Indian, Chinese",₹250,"1 PM to 4 PM, 6 PM to 11 PM",3.4
The Glass Chimney,13 reviews,"Chinese, North Indian",₹450,10 AM to 11 PM,3.5
Nilavara,11 reviews,South Indian,₹300,8 AM to 10 PM,3.2
Rasoiya,17 reviews,North Indian,₹400,"11 AM to 4 PM, 6 PM to 11 PM",3.5
Anu Momos Chinese Kitchen,13 reviews,"Chinese, Thai",₹550,10 AM to 8:45 PM,2.4
Ruchi's Biryani,35 reviews,"North Indian, Chinese",₹350,7 AM to 10 PM,3.3
Rithika's Kitchen,8 reviews,"Biryani, South Indian, Andhra",₹300,9 AM to 11 PM,2.7
Natural Coffee Club,11 reviews,"Cafe, Burger, Healthy Food",₹350,"12 Noon to 4 PM, 6 PM to 11 PM",3.1
Swaad,31 reviews,"North Indian, Chinese, Fast Food, South Indian",₹100,"11:30 AM to 4 PM, 6:30 PM to 11:30 PM",3.1
Leia Soul Food,14 reviews,"Desserts, Bakery",₹400,"12 Noon to 4 PM, 7 PM to 11 PM (Tue-Sun), Mon Closed",3.3
The Fast Food,15 reviews,"South Indian, Fast Food",₹350,11 AM to 11 PM,2.9
Tasty Magic,21 reviews,"Chinese, North Indian",₹750,"12:30 PM to 3:30 PM, 7 PM to 10:30 PM",3.5
Chatpat,11 reviews,"Fast Food, Street Food",₹100,"12 Noon to 4 PM, 7 PM to 11 PM",2.7
Casa Express,20 reviews,"Chinese, Italian, Steakhouse",₹400,"Mon-Sat (10 AM to 9 PM), Sun (Closed)",2.8
Dindigul Biriyani House,16 reviews,"South Indian, Biryani",₹450,4:30 PM to 10:30 PM,3.3
Biryani Flames,12 reviews,"Biryani, North Indian",₹500,9:30 AM to 9:30 PM,2.8
New Prashanth Hotel,14 reviews,"Andhra, North Indian",₹150,7 AM to 10:30 PM,3.1
Kentaky Fast Food,20 reviews,"North Indian, Chinese, Seafood",₹200,"Closed (Mon),12 Noon to 4 PM, 6 PM to 10 PM (Tue-Sat),9 AM to 4 PM, 6 PM to 10 PM (Sun)",2.8
Siddique Kabab Centre,13 reviews,"Mughlai, Chinese, Street Food",₹500,7 AM to 10 PM,3.1
Food Junction,20 reviews,"North Indian, Chinese, Biryani",₹300,7 PM to 4 AM,3.2
Janahaar,12 reviews,South Indian,₹250,11 AM to 11 PM,3.6
Biggies Burger 'n' More,6 reviews,"Fast Food, Burger",₹400,11:30 AM to 10:30 PM,3.3
Dilli Darbar,16 reviews,"North Indian, Chinese, Biryani",₹900,11 AM to 11 PM,3.2
Swathi Deluxe,14 reviews,North Indian,₹350,4 PM to 10:30 PM,3.0
Kolkata Famous Kati Rolls,14 reviews,Fast Food,₹550,"12:30 PM to 3:30 PM, 5:30 PM to 11:30 PM",3.5
Spicy Restaurant,11 reviews,"North Indian, Chinese",₹700,6 AM to 10:30 PM,2.7
Halli Jonne Biriyani,22 reviews,Biryani,₹300,11:30 AM to 11 PM,2.8
Premier Petal,14 reviews,"North Indian, Chinese, South Indian",₹300,10 AM to 11 PM,3.3
Kanti's,15 reviews,"Street Food, Desserts",₹300,5 PM to 9 PM,2.8
Mast Punjabi,9 reviews,"North Indian, Chinese",₹400,"12:30 PM to 3:30 PM, 7:30 PM to 10:30 PM (Tue-Sun), Mon Closed",2.6
New Kabab Zone,22 reviews,"North Indian, Chinese",₹300,"7:30 AM to 10:30 AM, 12 Noon to 11 PM",3.3
Udupi Gokul Cafe,20 reviews,South Indian,₹300,11 PM to 7 AM,3.4
New Sagar Fast Food,11 reviews,"North Indian, South Indian","₹1,000",11:30 AM to 12 Midnight,3.2
Foodoxy.com,12 reviews,"North Indian, Chinese",₹350,10 AM to 8 PM,3.7
Alter Ego Cafe,15 reviews,Continental,"₹5,000",11 AM to 11 PM,3.3
Biryani House,17 reviews,Biryani,₹850,"7 AM to 10:30 AM, 5:30 PM to 10:30 PM (Mon-Sat), 5:30 PM to 10:30 PM (Sun)",3.3
Red Capsicum,16 reviews,"Cafe, North Indian, Chinese",₹500,11 AM to 12 Midnight,2.7
Athithi Grand Restaurant,16 reviews,"Andhra, North Indian, Chinese",₹350,"11 AM to 3 PM, 6:30 PM to 9:30 PM (Mon, Tue, Thu, Fri, Sat, Sun), Closed (Wed)",3.2
PEM's Punjabi Cafe,16 reviews,North Indian,₹700,"12 Noon to 3 PM, 7 PM to 11 PM",3.5
PEM's Punjabi Cafe,6 reviews,North Indian,₹550,"12 Noon to 3 PM, 7 PM to 10:30 PM",2.7
Upahara Sagar,17 reviews,"North Indian, South Indian, Chinese",₹600,12 Noon to 9 PM,3.3
Salt N Pepper,14 reviews,"Chinese, North Indian",₹200,12 Noon to 4 PM,2.5
Ghar Ki Thali,14 reviews,North Indian,₹350,11 AM to 10 PM,3.5
Adithya Restaurant,12 reviews,"South Indian, North Indian, Chinese",₹300,"11 AM to 10 PM (Tue-Thu), 11:30 AM to 11:30 PM (Fri-Sun), Mon Closed",3.2
7th Heaven - The Solitaire Hotel,17 reviews,Chinese,₹300,10 AM to 10 PM,3.1
Le Chéri,13 reviews,"Bakery, Desserts",₹300,7 AM to 10 PM,2.8
Bengaluru Steak House - Hotel Park Plaza,19 reviews,European,₹500,7 AM to 10 PM,2.8
Sukh Sagar Food Complex,11 reviews,North Indian,₹500,8 AM to 10 PM,2.9
New Prashanth Hotel,15 reviews,"Andhra, North Indian",₹400,"5 PM to 11 PM (Mon-Thu, Sun), 5 PM to 1 AM (Fri-Sat)",3.3
A Cafe La,22 reviews,"Fast Food, Desserts, Bakery",₹300,"11:30 AM to 3:30 PM, 7 PM to 11 PM",3.3
Indian Tadka,16 reviews,North Indian,₹500,7 PM to 11 PM,3.4
Shawaya Food,15 reviews,"North Indian, Biryani, Andhra",₹300,12 Noon to 11 PM,3.4
Shan-e-Punjabi Exp,6 reviews,North Indian,₹550,9 AM to 11 PM,2.7
New Rambhavan Sweets,16 reviews,"Fast Food, Mithai",₹400,10:30 AM to 11 PM,3.2
Punjabi Khazana,19 reviews,North Indian,₹150,12 Noon to 12 Midnight,3.4
Munchies,8 reviews,"Fast Food, Cafe",₹350,"12 Noon to 3:30 PM, 7 PM to 10:45 PM",-
Adithya,16 reviews,"South Indian, North Indian, Chinese",₹250,7 AM to 10:30 PM,3.3
Cafe Stack Up,18 reviews,Cafe,₹300,7:30 AM to 10:30 PM,3.4
Twillight Tandoor Resto,15 reviews,"North Indian, Chinese",₹250,11 AM to 11:30 PM,2.6
Punjabi Food Point,15 reviews,"Chinese, North Indian",₹550,9 AM to 11 PM,2.9
Santhrupthii Hotel,7 reviews,South Indian,₹350,9 AM to 9 PM (Mon-Sun),2.6
Park N Eat,8 reviews,"Chinese, North Indian",₹500,7:30 AM to 12 Midnight (Mon-Sun),2.9
Pind Punjab,8 reviews,North Indian,₹400,4 PM to 10 PM,2.8
Khana Khazana,4 reviews,North Indian,₹200,"11 AM to 3:30 PM, 6:30 PM to 10:30 PM",3.5
Kona's Cafe,11 reviews,Cafe,₹250,9 AM to 8:30 PM,2.8
Waffle-A-Go Go,14 reviews,"Fast Food, Desserts, Ice Cream",₹350,9 AM to 10:30 PM,3.5
Gangotree,17 reviews,Street Food,₹400,11 AM to 11 PM,-
Sichi Sagar,12 reviews,"South Indian, North Indian",₹250,8:30 AM to 10 PM,3.3
Savji's Roll 'N' Biryani,13 reviews,"North Indian, Biryani",₹700,11 AM to 11 PM,3.4
Shiva Bhavan,27 reviews,"South Indian, North Indian, Chinese",₹150,5 PM to 12 Midnight,3.1
Allahabad Mess,13 reviews,"North Indian, Street Food, Chinese",₹500,11 AM to 10:30 PM,3.4
Ni8life,22 reviews,"North Indian, South Indian, Chinese",₹500,"10 AM to 9 PM (Mon-Fri), 9 AM to 9 PM (Sat-Sun)",2.7
Kabab Mirchi,18 reviews,"North Indian, Chinese",₹650,"11:30 AM to 3:30 PM, 6:30 PM to 11:30 PM",3.5
Andan Family Restaurant,18 reviews,"Mangalorean, Chinese, North Indian, Andhra",₹700,11 AM to 11 PM,2.7
Wok N Spice,11 reviews,Chinese,₹400,"11 AM to 11:30 PM (Mon-Thu), 11 AM to 1 AM (Fri-Sat), 11 AM to 11:30 AM (Sun)",3.4
The Chaat Shop,13 reviews,Fast Food,₹250,"11:30 AM to 3 PM, 6:30 PM to 10:30 PM (Mon, Wed-Sun), Tue Closed",3.5
Kichukkhon,21 reviews,"Bengali, North Indian, Chinese, Street Food",₹300,"12 Midnight to 1:30 AM, 6 AM to 12 Midnight",3.3
Mayura Grand,16 reviews,"North Indian, South Indian, Chinese","₹1,500",10 AM to 10 PM,3.3
Pugal's Biriyani,21 reviews,"Biryani, North Indian",₹200,"12:30 PM to 11 PM (Mon, Wed, Sat), 12:30 PM to 11:30 PM (Tue, Thu, Sun), 12 Midnight to 1 AM, 12:30 PM to 12 Midnight (Fri)",3.1
Five Star Chicken,21 reviews,Fast Food,₹500,"12:30 PM to 3:30 PM, 7:30 PM to 11:30 PM",3.3
Coastal Curry,18 reviews,"North Indian, Seafood, Chinese, Biryani",₹500,8 AM to 8 PM,3.2
Nandi Chats,20 reviews,Street Food,₹700,7 AM to 11 PM,3.3
Biryani Mane,20 reviews,"North Indian, Biryani",₹350,"11 AM to 4 PM, 7 PM to 11 PM",2.7
Elmas,17 reviews,"North Indian, Kerala, Chinese, Biryani, Seafood",₹400,10 AM to 11:30 PM,3.1
Midnight Express,6 reviews,"North Indian, Chinese, Continental",₹650,7 AM to 10:30 PM,3.3
Dalchini,8 reviews,North Indian,₹450,"11 AM to 4 PM, 7 PM to 11 PM",3.2
L'inoui,12 reviews,Desserts,₹350,9 AM to 9 PM,3.1
Hotel Salala,12 reviews,"North Indian, South Indian, Chinese, Biryani",₹350,12 Noon to 11 PM,3.0
Hunger Chase,18 reviews,"South Indian, Chinese",₹150,"11 AM to 4 PM, 7 PM to 11 PM",3.6
Electra - Salt Edition 1,23 reviews,"Chinese, North Indian, Finger Food","₹1,500",11:30 AM to 11 PM,3.2
Paranthaz,9 reviews,North Indian,₹400,10 AM to 10 PM,2.8
New Delicacy,9 reviews,"Chinese, Thai","₹2,000","11:30 AM to 4 PM, 6:30 PM to 11 PM",3.2
Ching's,14 reviews,"Chinese, North Indian",₹550,10 AM to 9 PM,3.3
Adupadi,14 reviews,"South Indian, Chettinad",₹150,7 AM to 11 PM,2.7
The Biryani Paradise,15 reviews,"Biryani, South Indian",₹300,10:30 AM to 11:30 PM,3.3
Vishnu Sagar,7 reviews,"South Indian, Chinese, North Indian",₹350,11 AM to 11 PM,3.3
Paris Delices Cafe,12 reviews,"Cafe, Desserts",₹300,"Closed (Mon-Thu),8 PM to 11 PM (Fri),9 AM to 11 PM (Sat-Sun)",3.1
Punjab Da Zaika,16 reviews,North Indian,₹400,11 AM to 11 PM,2.8
Sagar Deluxe,16 reviews,"South Indian, North Indian, Chinese","₹1,000","12 Noon to 3:30 PM, 7 PM to 11:30 PM",2.9
Sagar Deluxe,14 reviews,"South Indian, North Indian, Chinese",₹500,10:30 AM to 10 PM,3.4
Bhikaram Chandmal Bhujiawala,14 reviews,"North Indian, Mithai",₹200,"11:30 AM to 3:30 PM, 7 PM to 11:30 PM",2.9
Best Brews - Four Points by Sheraton Bengaluru...,10 reviews,Continental,₹450,10 AM to 11 PM,3.1
Andra Spice,2 reviews,Andhra,₹400,"11 AM to 3 PM, 7 PM to 11 PM",2.5
Tamarind - Taj Bangalore,15 reviews,North Indian,₹500,11 AM to 11:30 PM,3.6
Cafe China,13 reviews,Chinese,₹400,11 AM to 11 PM,2.5
Facebake,13 reviews,"Desserts, Bakery",₹200,"11:30 AM to 3:30 PM, 7 PM to 11 PM",3.3
Big Chick,8 reviews,Fast Food,₹600,Mon-Sun (12 Noon to 11 PM),2.8
Tayabbs,15 reviews,Fast Food,₹100,5 PM to 11 PM,3.3
Chinese Wok,22 reviews,"Chinese, Thai",₹200,7 AM to 10 PM,3.3
Panchami Garden,18 reviews,"South Indian, North Indian",₹300,"3 PM to 11:30 PM (Mon-Thu, Sun), 3 PM to 1 AM (Fri-Sat)",2.8
Bamboo Shades,9 reviews,"North Indian, Chinese",₹200,12 Noon to 10:30 PM,3.2
K.G.N Kabbab Corner,13 reviews,"North Indian, Chinese",₹100,"7 AM to 10:30 PM (Mon), 7 AM to 11 PM (Tue-Sun)",3.2
Loca Moca,18 reviews,"Cafe, Fast Food",₹600,7 AM to 9:30 PM,3.5
Cake Beka,1 Review,"Bakery, Desserts",₹200,7 AM to 10:30 PM,3.4
Swaadpurna,15 reviews,"Bengali, Biryani, Chinese, North Indian, South Indian",₹700,10 AM to 10 PM,3.6
Oz Pies - Gourmet Aussie Pies,14 reviews,"Cafe, Australian, Continental",₹100,"10 AM to 4 PM (Mon-Fri),10 AM to 5 PM (Sat-Sun)",3.4
Chopstick,7 reviews,Chinese,₹300,"12 Noon to 4 PM, 7 PM to 10:30 PM (Tue-Sun), Mon Closed",3.3
Curry Chutney,11 reviews,"North Indian, South Indian, Chinese","₹1,500",7 AM to 11 PM,2.9
Abbibo Fresh,16 reviews,"Beverages, Fast Food",₹300,"12 Noon to 3:30 PM, 7 PM to 10:45 PM",3.2
Thirumala Green Palace,18 reviews,"North Indian, Chinese",₹600,11 AM to 11 PM,3.4
Taaza Mithai,18 reviews,"Mithai, Bakery",₹150,7 AM to 10:30 PM,3.4
Oasis Restaurant,17 reviews,"North Indian, Biryani","₹1,600","9:30 AM to 9 PM (Mon-Sat), 3 PM to 9 PM (Sun)",3.6
Kentacky Chicken Corner,22 reviews,"Andhra, South Indian","₹1,000",9 AM to 9 PM,-
Devi's Cakes N Bakes,17 reviews,Desserts,₹300,11 AM to 8 PM,3.4
Kulfi and More,19 reviews,"Ice Cream, Desserts",₹150,6:30 AM to 10:30 PM,3.2
Hunger Bust,13 reviews,"North Indian, Chinese, Continental",₹500,9 AM to 9:30 PM,2.9
Carnival Cakes & Breads,9 reviews,"Desserts, Bakery, Fast Food",₹400,12:30 PM to 10:30 PM,3.4
Vaishali Deluxe,15 reviews,"North Indian, Chinese",₹500,"Closed (Mon),12 Noon to 3 PM, 7 PM to 10:30 PM (Tue-Sun)",3.5
One Tea Please,12 reviews,Cafe,₹400,"10 AM to 4 PM, 6 PM to 11 PM",-
Dawood's Kitchen,11 reviews,"Chinese, North Indian",₹350,6 AM to 10 PM,3.1
Shimmer - Vivanta by Taj,11 reviews,"Chinese, Japanese",₹500,10:30 AM to 10:30 PM,3.4
Baba Fattoosh,11 reviews,North Indian,₹250,10 AM to 10 PM,3.3
Redberriez Cafe,17 reviews,"Cafe, Desserts",₹600,"11:30 AM to 3:30 PM (Tue-Sun), Mon Closed",3.4
Roll Me,18 reviews,Fast Food,₹600,11 AM to 11 PM,2.6
LiveByte,7 reviews,"Fast Food, North Indian, Indian",₹600,"11 AM to 11 PM (Mon-Thu, Sun), 11 AM to 2 AM (Fri-Sat)",3.4
Pulimunchi,4 reviews,"Kerala, Mangalorean, Seafood, Biryani",₹600,11 AM to 11 PM,2.7
RAW Pressery,16 reviews,Juices,₹250,11:30 AM to 8 PM,2.8
Adiga's,10 reviews,South Indian,₹150,10 AM to 10 PM,3.5
Infinity Family Restaurant,22 reviews,"North Indian, Chinese",₹600,"12 Noon to 3 PM, 7 PM to 11:45 PM",2.9
The Bangalore Bakery Works,14 reviews,"Desserts, Bakery",₹300,8 AM to 11 PM,2.7
Chaithanya Delicacy,13 reviews,"North Indian, South Indian, Chinese",₹200,12 Noon to 11:30 PM,2.6
Brundhavan Biriyani House,19 reviews,"Biryani, North Indian, Chinese",₹600,"11 A.M. to 11 P.M. (Mon-Sat), 12:30 P.M. to 11 P.M. (Sun)",2.9
Chai N Gupshup,15 reviews,Cafe,"₹1,000","12 Noon to 3 PM, 7 PM to 11 PM",-
Khane Bhi Do Yaaron,13 reviews,"North Indian, Bengali",₹400,10 AM to 10 PM,3.3
Spicy Affair,8 reviews,"North Indian, Chinese","₹1,000","11 AM to 10 PM (Mon-Fri), 11 AM to 11 PM (Sat-Sun)",3.4
Retro Resto Cafe,9 reviews,"Italian, Continental",₹350,7 AM to 9:30 PM,3.0
Nandhini Gardens,16 reviews,"Chinese, North Indian","₹1,000",9 AM to 10 PM,3.4
Marhaba,7 reviews,"Arabian, Mediterranean, North Indian",₹300,11 AM to 11 PM,3.2
3 Leafs,4 reviews,"North Indian, South Indian, Chinese",₹300,10 AM to 11 PM,3.3
Haldiram's Savouries & Sweets,16 reviews,Desserts,₹550,8:30 AM to 9:30 PM,-
Coder's Cafe,14 reviews,Fast Food,₹450,"11 AM to 11 PM (Mon-Sat), 8 AM to 11 PM (Sun)",3.3
Dolphin Bar,17 reviews,"North Indian, Chinese",₹300,10:30 AM to 10:30 PM,2.8
Seasons Xpress,19 reviews,"Fast Food, Arabian",₹400,8:30 AM to 10 PM,3.3
Maa Bhook Lagi,13 reviews,North Indian,"₹2,500",11 AM to 11 PM,3.2
Flavours of China,18 reviews,Chinese,₹150,8:30 AM to 1 AM,2.9
Urban Herbivore - Sai Vishram,10 reviews,Chinese,₹500,"8 AM to 3:30 PM, 7 PM to 11 PM",3.4
Mac Fast Food,11 reviews,"Fast Food, Chinese",₹400,"11:30 AM to 4 PM, 6:30 PM to 11 PM",3.3
Roomali,18 reviews,Mughlai,₹150,"7 AM to 10 AM, 12:30 PM to 3 PM, 7 PM to 10:30 PM",3.3
Flavors of North,12 reviews,"North Indian, Chinese",₹100,"12 Noon to 3:30 PM, 7 PM to 11 PM",3.0
Aromas Of South,15 reviews,South Indian,₹200,8 AM to 11 PM,3.3
Arab Square,17 reviews,Arabian,₹300,11 AM to 11 PM,2.9
Sawaria,9 reviews,"North Indian, Chinese",₹400,10 AM to 11 PM,3.3
Navami,13 reviews,"Andhra, North Indian, Chinese",₹600,11 AM to 11 PM,2.9
Delicious Momos,10 reviews,Chinese,₹150,11:30 AM to 8 PM,-
Road Kill,14 reviews,Fast Food,₹450,11 AM to 11:30 PM,3.2
Nandanaam,20 reviews,"North Indian, Chinese, South Indian",₹150,11 AM to 11 PM,3.3
Highland Nectar - ITC Gardenia,11 reviews,"Continental, South Indian",₹150,"11 AM to 11 PM (Mon-Thu, Sun), 11 AM to 12:30 PM (Fri-Sat)",2.8
Mumbai Spice,7 reviews,"Street Food, Chinese","₹1,300",7 AM to 10:30 PM,3.2
Shalini Veg,13 reviews,"North Indian, Chinese",₹200,"12 Noon to 3 PM (Mon-Sat), Sun Closed",3.1
Sagar Delux,8 reviews,"North Indian, South Indian, Chinese, Fast Food",₹150,"12 Noon to 4 PM, 6:30 PM to 10:30 PM",3.2
New South Kitchen,14 reviews,South Indian,₹600,11 AM to 11 PM,3.1
Calcutta Famous Chat,19 reviews,Street Food,₹800,"12 Noon to 8 PM (Mon-Sat), Sun Closed",3.2
SaJuSo,2 reviews,"Fast Food, Healthy Food, Salad",₹200,"12 Noon to 11 PM (Mon-Thu, Sun), 12 Noon to 12 Midnight (Fri-Sat)",3.0
Prashant Naati Corner,11 reviews,South Indian,₹100,11 AM to 11 PM,3.4
Tasty Desi,8 reviews,"Chinese, North Indian, South Indian",₹300,11 AM to 11 PM,3.4
Eden Park Express - Eden Park Restaurants,15 reviews,"North Indian, Afghani",₹350,"11 AM to 4 PM, 6:30 PM to 11 PM",3.3
New Arya Bhavan,17 reviews,"Street Food, Beverages, North Indian",₹250,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",3.3
Annapoorna Grand,15 reviews,"South Indian, North Indian, Chinese, Street Food",₹500,"11:30 AM to 2:30 PM, 6:30 PM to 9:30 PM",3.4
Quickie's,1 Review,Fast Food,₹500,6 AM to 9:30 PM,3.3
Juice Junction,9 reviews,"Juices, Fast Food",₹500,"11:45 AM to 4 PM, 7 PM to 10:30 PM",2.6
Fresh Pressery Cafe,13 reviews,"Cafe, French, Healthy Food, Italian",₹300,9 AM to 11 PM,3.2
Nandini Cool Joint,15 reviews,"Fast Food, Ice Cream",₹450,11 AM to 10 PM,2.7
Lakshmi Sweets & Chaats,15 reviews,Street Food,"₹2,500",9 AM to 10:30 PM,2.8
Zeeshan,10 reviews,"North Indian, Mughlai, Biryani",₹200,11 AM to 10 PM,3.4
Xian,21 reviews,"Chinese, Thai","₹1,000","7 AM to 10 AM, 12 Noon to 3 PM, 7 PM to 10:30 PM",2.7
Anand Vihar,18 reviews,"North Indian, Chinese",₹200,10 AM to 9:30 PM,3.1
Bharathi Refreshments,12 reviews,South Indian,₹200,5 PM to 10 PM,3.3
Nawabi Handi,16 reviews,Biryani,"₹1,100",10 AM to 10 PM,3.4
Gold Line Breadz,8 reviews,Fast Food,₹250,"12 Noon to 11 PM (Tue-Sun), Mon Closed",3.4
Naati Manae,9 reviews,South Indian,₹400,10 AM to 10 PM,3.0
Funjabi,17 reviews,North Indian,₹200,"12 Noon to 11 PM (Tue-Sun), Mon Closed",3.3
Wok n Tava,14 reviews,"North Indian, Chinese",₹350,12 Noon to 11 PM,3.3
Beanstalk,2 reviews,"Cafe, Fast Food",₹350,8 AM to 10:30 PM,3.2
Neffy's - Cakes & More,12 reviews,Bakery,₹400,8 AM to 9:30 PM,3.1
The Baking Company,16 reviews,"Bakery, Desserts, Fast Food",₹150,"11 AM to 11:30 PM (Mon-Thu, Sun), 11 AM to 1 AM (Fri-Sat)",3.2
My Indian Oven - ITC My Fortune,20 reviews,North Indian,₹300,"12 Noon to 2:30 PM, 7 PM to 10 PM",3.1
Stop N Joy,6 reviews,"Fast Food, Juices",₹500,7 AM to 10 PM,3.3
Royal Paris,14 reviews,"North Indian, Arabian, Chinese",₹200,"12 Noon to 3:30 PM, 7 PM to 10:30 PM",2.7
New Kabab Plaza,19 reviews,"North Indian, Chinese, Arabian",₹650,"11:30 AM to 3:30 PM, 6 PM to 11 PM",3.0
Chocolat Boulangerie Patisserie,4 reviews,"Bakery, Desserts",₹300,"12 Noon to 3 PM, 7 PM to 11 PM",3.2
Chaarcoals - Hotel Regaalis,2 reviews,"North Indian, Mughlai",₹250,7 AM to 10:30 PM,3.2
Creamosaurus,17 reviews,"Cafe, Bakery",₹900,24 Hours,3.2
Chocoberry,18 reviews,"Ice Cream, Desserts, Beverages",₹600,9:30 AM to 10:30 PM,2.8
Iyengar's Bakery,16 reviews,"Chinese, South Indian, Street Food","₹1,500",10 AM to 10 PM,3.3
Swagatham Biryani Express,14 reviews,Andhra,₹650,11 AM to 11 PM,3.4
New City Kitchen,12 reviews,"North Indian, Chinese",₹400,12 Noon to 10 PM,3.1
Bihari Mess,9 reviews,"North Indian, Chinese",₹250,10 AM to 10:30 PM,2.9
Mr. Meetharam,19 reviews,"Mithai, Street Food",₹200,8 AM to 11 PM,2.9
HAS Juices & More,10 reviews,"Beverages, Healthy Food",₹200,10 AM to 10:30 PM,2.8
Patio - The Resto Cafe,2 reviews,"Cafe, Continental, Chinese",₹350,"12 Noon to 3:30 PM, 7 PM to 11 PM",2.6
Oottupura Family Restaurant,11 reviews,Kerala,"₹1,600",5 PM to 1 AM,3.5
Brews N Bites,11 reviews,"Chinese, Fast Food, Cafe",₹350,11 AM to 11 PM,3.3
C Sharp Kitchen,12 reviews,"North Indian, Chinese, European",₹500,11 AM to 10 PM,3.2
Bansuri Sweets,13 reviews,"Street Food, Fast Food, Mithai",₹300,"6 AM to 9 PM (Mon-Sat), 6 AM to 2 PM (Sun)",3.4
Coastal Spice,6 reviews,"Seafood, North Indian, Chinese, Continental, Mangalorean",₹100,12 Noon to 11 PM,3.1
The Fish Cafe,4 reviews,"Mangalorean, Seafood",₹600,9 AM to 11 PM,3.3
Bengaluru Restaurant,11 reviews,"North Indian, South Indian",₹500,7 AM to 10 PM,2.6
Mandi - Pure Veg Buffet Restaurant,9 reviews,"North Indian, Chinese, Continental",₹150,11 AM to 11 PM,3.2
Hotel Elite,15 reviews,"North Indian, Chinese",₹200,12 Noon to 10 PM,3.4
Rolls Kitchen,14 reviews,Fast Food,₹550,11 AM to 11 PM,3.3
Cool Roll Burger,9 reviews,Fast Food,₹300,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",2.8
Parathe Wali Gali,15 reviews,North Indian,₹550,7 AM to 10:30 PM,3.3
Cup-a-Cake,10 reviews,"Desserts, Bakery, Cafe",₹500,10:30 AM to 10:30 PM,2.6
Byblos,12 reviews,"Lebanese, Arabian, Middle Eastern",₹400,7 AM to 10 PM,3.4
Venky's Xprs,14 reviews,"Fast Food, Raw Meats",₹400,11 AM to 11 PM,2.8
Atithi Family Bar & Restaurant,12 reviews,"North Indian, South Indian, Andhra",₹150,"7 AM to 10:30 AM, 12:30 PM to 3:30 PM, 7:30 PM to 10:30 PM",2.6
Udupi Grand,15 reviews,"South Indian, North Indian, Chinese",₹300,8 AM to 11 PM,3.3
Iyengar's Inn,10 reviews,South Indian,₹200,"12:30 PM to 3 PM, 7:30 PM to 11:30 PM",2.6
Sadda Circle,6 reviews,"North Indian, Chinese",₹200,"12 Noon to 4 PM, 6:30 PM to 11 PM",3.2
Indian Biriyani House,11 reviews,"North Indian, Chinese",₹200,11 AM to 10:30 PM,3.3
Sri Rama Vilas Sweets,8 reviews,"Mithai, Desserts",₹800,11 AM to 11 PM,2.9
Hungry Paunch,13 reviews,"Bengali, Bihari",₹250,8:30 AM to 10 PM,2.8
Pipeyard Cafe,16 reviews,Cafe,₹100,11:30 AM to 10:30 PM,3.4
Baba Restaurant,16 reviews,"North Indian, Chinese",₹300,24 Hours,3.2
Dilli 6,13 reviews,"North Indian, Chinese, Biryani",₹300,12 Noon to 10:30 PM,3.2
Punjabi Zaika,11 reviews,North Indian,₹300,9 AM to 9:30 PM,2.7
Tiffin Stori,16 reviews,North Indian,₹300,"1 PM to 4 PM, 7 PM to 11 PM",3.2
Surya Refreshments,15 reviews,South Indian,₹400,7 AM to 11 PM,2.8
Sunrise,7 reviews,"North Indian, Chinese, Biryani",₹300,"12:30 PM to 3:30 PM, 7 PM to 10 PM",3.2
Cupcake Noggins,11 reviews,Desserts,₹250,9:30 AM to 11 PM,2.8
Le Roll Cafe,11 reviews,"Fast Food, Beverages","₹2,500",9 AM to 11 PM,3.0
Cafe Bollywood,11 reviews,Street Food,₹350,"12 Noon to 3:30 PM, 4 PM to 10:30 PM",3.2
Iyengar Bakery,8 reviews,Bakery,₹200,9 AM to 8 PM,3.2
The Lassi Park,6 reviews,"Juices, Desserts",₹450,11:30 AM to 8:30 PM,3.5
Tingling Spice -  Hotel Marks Grandeur,12 reviews,"North Indian, Chinese, Andhra","₹1,400",11 AM to 11 PM,3.0
Pulla Reddy Sweets,6 reviews,Mithai,₹300,7 AM to 10 PM,3.4
Karnataka Bhel House,5 reviews,Street Food,₹250,"12 Noon to 3 PM, 5 PM to 10:30 PM",3.3
Platter,6 reviews,"Street Food, Juices","₹1,000","11 AM to 4 PM, 7 PM to 11 PM",3.3
7 Eleven De Biryaani Kabab Stop,5 reviews,Biryani,₹250,"6 AM to 1 PM, 3 PM to 9 PM (Mon-Tue, Thu-Sun), 6 AM to 1 PM (Wed)",-
Platter,12 reviews,"Street Food, Juices",₹550,"10 AM to 4 PM, 7 PM to 10:30 PM (Tue-Sun), Mon Closed",3.3
7 Eleven De Biryaani Kabab Stop,14 reviews,Biryani,₹350,12 Noon to 10:30 PM,2.7
Hotel Godavari,8 reviews,"North Indian, Chinese, Biryani",₹300,11 AM to 11 PM,2.9
